customer_id,gender,age,segment,tenure_months,churn,avg_logins,avg_active_minutes,total_tickets,tickets_resolved,total_payments,failed_payments,avg_payment
CUST_01715,Female,53,Standard,31,0,13.666666666666666,566.3333333333334,,,1.0,0.0,67.39
CUST_01716,Female,66,Enterprise,16,0,9.666666666666666,532.3333333333334,,,1.0,0.0,52.26
CUST_01717,Male,34,Premium,20,0,17.666666666666668,600.0,2.0,2.0,2.0,0.0,78.28999999999999
CUST_01718,Female,64,Enterprise,38,1,18.0,533.5,1.0,1.0,2.0,0.0,49.965
CUST_01719,Male,45,Enterprise,15,1,14.666666666666666,570.0,,,2.0,0.0,88.57
CUST_01720,Female,33,Standard,34,1,18.2,601.8,1.0,1.0,,,
CUST_01721,Male,26,Enterprise,19,1,16.0,596.75,2.0,2.0,2.0,0.0,79.21000000000001
CUST_01722,Male,65,Standard,69,0,13.5,857.0,,,1.0,0.0,81.15
CUST_01723,Female,50,Premium,63,1,12.0,601.6666666666666,2.0,2.0,1.0,0.0,78.76
CUST_01724,Female,43,Enterprise,32,0,16.125,537.125,1.0,0.0,2.0,0.0,57.80500000000001
CUST_01725,Female,50,Enterprise,37,0,12.833333333333334,524.6666666666666,3.0,3.0,2.0,0.0,83.795
CUST_01726,Female,48,Premium,66,0,13.5,644.0,1.0,1.0,1.0,0.0,64.45
CUST_01727,Male,61,Standard,7,0,12.0,483.5,,,2.0,0.0,78.53
CUST_01728,Female,51,Enterprise,48,1,15.0,609.0,2.0,2.0,3.0,0.0,96.62
CUST_01729,Female,36,Premium,11,0,11.5,550.0,1.0,1.0,1.0,0.0,94.93
CUST_01730,Female,33,Enterprise,31,1,18.0,450.0,3.0,2.0,1.0,0.0,43.07
CUST_01731,Male,59,Standard,44,0,13.333333333333334,522.0,1.0,1.0,2.0,0.0,85.21000000000001
CUST_01732,Male,55,Standard,45,0,,,,,1.0,0.0,69.37
CUST_01733,Female,67,Standard,56,0,15.5,568.25,1.0,1.0,4.0,0.0,71.75
CUST_01734,Male,43,Standard,32,1,12.6,537.8,2.0,2.0,1.0,0.0,94.23
CUST_01735,Female,64,Premium,21,1,13.0,628.0,1.0,1.0,1.0,0.0,82.65
CUST_01736,Male,46,Enterprise,31,1,11.0,356.0,,,2.0,1.0,84.16
CUST_01737,Male,44,Premium,1,0,17.571428571428573,556.2857142857143,1.0,1.0,1.0,0.0,93.2
CUST_01738,Male,51,Standard,11,0,14.0,685.0,2.0,1.0,1.0,0.0,71.06
CUST_01739,Male,37,Standard,68,0,13.666666666666666,553.6666666666666,1.0,0.0,1.0,0.0,101.7
CUST_01740,Female,65,Standard,36,0,18.0,527.0,3.0,2.0,2.0,0.0,79.38499999999999
CUST_01741,Female,37,Standard,59,1,13.0,613.0,4.0,4.0,2.0,1.0,79.345
CUST_01742,Female,56,Enterprise,67,0,11.5,792.5,1.0,1.0,2.0,0.0,74.47
CUST_01743,Male,45,Standard,56,0,15.25,560.5,1.0,1.0,2.0,0.0,67.815
CUST_01744,Female,28,Enterprise,51,0,13.5,534.25,,,2.0,0.0,67.67
CUST_01745,Female,54,Standard,29,0,19.5,593.5,,,3.0,1.0,73.38333333333333
CUST_01746,Female,27,Enterprise,2,0,15.6,667.0,1.0,0.0,1.0,0.0,86.73
CUST_01747,Male,39,Enterprise,6,1,11.0,549.5,2.0,2.0,2.0,0.0,77.64500000000001
CUST_01748,Male,61,Standard,31,0,16.0,686.6666666666666,2.0,2.0,2.0,0.0,89.275
CUST_01749,Male,41,Premium,54,0,12.0,549.0,2.0,2.0,1.0,0.0,96.91
CUST_01750,Female,38,Premium,40,0,15.0,608.4,,,2.0,0.0,82.78
CUST_01751,Female,49,Premium,17,1,13.333333333333334,565.0,,,1.0,0.0,75.03
CUST_01752,Female,47,Premium,5,0,16.25,666.75,1.0,1.0,2.0,0.0,82.14
CUST_01753,Male,54,Premium,2,0,12.25,598.0,2.0,2.0,2.0,0.0,83.83500000000001
CUST_01754,Male,62,Standard,58,0,16.0,528.5,1.0,1.0,,,
CUST_01755,Female,30,Standard,12,0,15.0,457.0,,,2.0,0.0,73.84
CUST_01756,Male,50,Standard,5,0,16.0,690.75,1.0,1.0,2.0,0.0,51.870000000000005
CUST_01757,Male,68,Standard,60,1,14.0,616.0,2.0,2.0,1.0,1.0,55.75
CUST_01758,Male,67,Standard,41,0,13.0,649.0,,,2.0,0.0,89.555
CUST_01759,Male,58,Standard,20,0,17.333333333333332,608.8333333333334,,,5.0,0.0,73.26
CUST_01760,Female,55,Enterprise,1,0,14.333333333333334,729.3333333333334,3.0,3.0,1.0,0.0,91.17
CUST_01761,Male,49,Enterprise,56,0,14.0,715.0,,,1.0,0.0,116.45
CUST_01762,Male,42,Standard,70,0,13.0,625.0,,,4.0,0.0,70.38
CUST_01763,Male,38,Standard,56,0,21.5,578.5,,,,,
CUST_01764,Male,31,Enterprise,54,0,15.0,640.0,,,2.0,0.0,110.645
CUST_01765,Female,34,Enterprise,11,0,16.0,556.5,1.0,1.0,5.0,0.0,72.792
CUST_01766,Female,50,Standard,3,1,19.5,587.5,3.0,3.0,1.0,0.0,64.77
CUST_01767,Male,62,Enterprise,28,0,14.666666666666666,519.0,1.0,1.0,2.0,0.0,100.495
CUST_01768,Male,56,Premium,5,1,16.0,683.0,,,,,
CUST_01769,Male,56,Premium,16,0,26.0,658.0,1.0,1.0,2.0,1.0,61.3
CUST_01770,Male,34,Premium,31,0,13.0,663.0,2.0,1.0,,,
CUST_01771,Male,48,Enterprise,28,0,,,1.0,0.0,2.0,0.0,69.365
CUST_01772,Male,69,Standard,7,0,13.0,689.5,2.0,2.0,1.0,0.0,58.09
CUST_01773,Female,62,Standard,9,0,14.6,622.6,1.0,1.0,2.0,0.0,82.21000000000001
CUST_01774,Male,45,Standard,39,1,13.0,482.0,,,2.0,0.0,61.995000000000005
CUST_01775,Female,63,Enterprise,43,0,15.75,631.25,,,3.0,0.0,65.88666666666667
CUST_01776,Female,21,Enterprise,27,1,16.0,597.0,2.0,1.0,1.0,0.0,38.48
CUST_01777,Male,39,Premium,33,0,13.25,641.5,1.0,1.0,4.0,1.0,87.4925
CUST_01778,Female,34,Enterprise,56,1,13.0,625.375,1.0,1.0,2.0,0.0,88.875
CUST_01779,Female,23,Premium,2,0,14.75,566.5,2.0,2.0,3.0,0.0,87.96666666666665
CUST_01780,Female,41,Premium,14,0,17.0,715.0,,,3.0,0.0,54.51333333333333
CUST_01781,Female,69,Standard,13,1,14.6,649.0,,,4.0,1.0,73.9475
CUST_01782,Female,57,Enterprise,24,0,11.0,731.0,,,,,
CUST_01783,Female,42,Standard,69,0,12.0,621.0,1.0,1.0,5.0,0.0,80.688
CUST_01784,Male,45,Standard,34,0,14.666666666666666,691.3333333333334,2.0,2.0,3.0,0.0,79.57666666666667
CUST_01785,Female,30,Enterprise,19,1,16.166666666666668,617.6666666666666,2.0,2.0,1.0,0.0,73.67
CUST_01786,Female,47,Enterprise,30,0,12.5,855.0,1.0,1.0,1.0,0.0,91.85
CUST_01787,Female,21,Premium,49,0,15.0,562.5,1.0,1.0,1.0,0.0,91.59
CUST_01788,Male,27,Premium,43,1,14.5,703.0,2.0,2.0,5.0,0.0,63.996
CUST_01789,Female,48,Premium,16,1,18.166666666666668,620.8333333333334,,,3.0,0.0,64.17333333333333
CUST_01790,Male,30,Premium,52,0,17.75,434.25,2.0,2.0,1.0,0.0,80.85
CUST_01791,Female,56,Standard,49,0,22.666666666666668,612.6666666666666,2.0,2.0,1.0,0.0,89.38
CUST_01792,Male,37,Standard,11,0,14.0,582.0,2.0,0.0,,,
CUST_01793,Male,69,Enterprise,47,0,13.75,540.0,2.0,2.0,2.0,0.0,107.345
CUST_01794,Female,33,Premium,35,0,21.0,646.0,,,,,
CUST_01795,Female,29,Premium,71,0,13.0,620.0,2.0,2.0,6.0,1.0,70.37833333333333
CUST_01796,Male,54,Premium,29,0,12.0,541.5,4.0,3.0,2.0,0.0,60.620000000000005
CUST_01797,Female,28,Standard,54,1,,,,,1.0,0.0,41.49
CUST_01798,Male,54,Enterprise,23,0,11.666666666666666,440.0,,,1.0,0.0,80.96
CUST_01799,Male,30,Standard,24,0,13.666666666666666,547.6666666666666,2.0,2.0,4.0,0.0,93.6275
CUST_01800,Male,63,Enterprise,10,0,16.75,579.25,1.0,1.0,5.0,0.0,88.35
CUST_01801,Male,31,Enterprise,61,0,,,2.0,2.0,1.0,0.0,38.7
CUST_01802,Male,22,Standard,8,0,15.5,674.0,4.0,3.0,1.0,0.0,109.83
CUST_01803,Female,58,Standard,48,0,8.0,531.0,1.0,1.0,,,
CUST_01804,Male,33,Enterprise,29,1,14.666666666666666,675.8333333333334,1.0,1.0,,,
CUST_01805,Male,47,Standard,26,0,16.0,659.0,1.0,1.0,1.0,0.0,83.15
CUST_01806,Female,30,Standard,37,0,15.714285714285714,606.4285714285714,,,3.0,0.0,75.56
CUST_01807,Male,58,Enterprise,52,0,11.0,576.0,4.0,4.0,1.0,0.0,67.76
CUST_01808,Female,44,Enterprise,38,0,12.0,805.0,2.0,2.0,1.0,0.0,78.7
CUST_01809,Female,40,Premium,6,0,17.0,552.25,1.0,1.0,2.0,1.0,86.735
CUST_01810,Female,29,Standard,8,0,13.0,546.8,1.0,0.0,2.0,0.0,81.61
CUST_01811,Male,62,Enterprise,17,0,16.0,636.0,3.0,3.0,3.0,0.0,84.39
CUST_01812,Male,34,Standard,62,1,17.0,516.0,1.0,1.0,2.0,0.0,62.19499999999999
CUST_01813,Male,38,Standard,34,0,13.0,457.0,1.0,1.0,3.0,1.0,82.36333333333333
CUST_01814,Female,67,Enterprise,19,0,13.0,583.4,1.0,1.0,3.0,0.0,95.23333333333333
CUST_01815,Male,41,Premium,70,0,17.0,560.0,,,1.0,0.0,44.18
CUST_01816,Female,40,Enterprise,37,1,13.333333333333334,573.3333333333334,3.0,3.0,1.0,0.0,54.23
CUST_01817,Male,63,Enterprise,38,0,13.571428571428571,657.7142857142857,1.0,1.0,4.0,1.0,74.4425
CUST_01818,Female,51,Standard,15,1,14.0,697.6666666666666,,,1.0,0.0,102.21
CUST_01819,Male,69,Premium,40,0,16.0,603.2,1.0,1.0,2.0,0.0,65.005
CUST_01820,Male,42,Enterprise,9,1,17.2,529.6,3.0,3.0,1.0,0.0,85.84
CUST_01821,Male,32,Standard,53,0,12.333333333333334,593.1666666666666,,,1.0,0.0,86.4
CUST_01822,Female,24,Enterprise,70,0,13.2,556.6,,,2.0,0.0,91.505
CUST_01823,Female,23,Standard,66,1,13.0,602.75,,,1.0,0.0,59.48
CUST_01824,Male,47,Enterprise,52,0,13.0,641.3333333333334,1.0,1.0,,,
CUST_01825,Male,33,Premium,1,0,23.0,578.0,,,,,
CUST_01826,Female,27,Enterprise,30,1,14.25,449.75,1.0,1.0,,,
CUST_01827,Female,28,Standard,1,0,16.2,761.2,3.0,3.0,4.0,0.0,66.3625
CUST_01828,Female,54,Enterprise,39,0,16.5,615.0,2.0,2.0,3.0,0.0,80.63666666666667
CUST_01829,Male,56,Premium,16,0,17.333333333333332,697.0,1.0,0.0,1.0,0.0,59.23
CUST_01830,Female,40,Premium,17,0,13.0,652.0,,,2.0,0.0,75.985
CUST_01831,Male,37,Premium,22,1,15.0,634.75,,,1.0,0.0,99.77
CUST_01832,Female,52,Premium,31,1,13.0,701.0,,,4.0,0.0,80.77
CUST_01833,Male,27,Standard,40,0,13.333333333333334,658.6666666666666,1.0,1.0,2.0,0.0,68.785
CUST_01834,Female,68,Enterprise,27,1,12.25,577.25,,,1.0,0.0,96.5
CUST_01835,Female,36,Premium,36,1,16.666666666666668,533.6666666666666,2.0,1.0,1.0,0.0,66.82
CUST_01836,Female,62,Enterprise,4,0,12.0,724.0,,,2.0,0.0,67.34
CUST_01837,Female,50,Standard,69,0,16.0,568.6666666666666,2.0,2.0,,,
CUST_01838,Female,53,Enterprise,25,0,10.666666666666666,693.0,,,1.0,0.0,88.88
CUST_01839,Male,25,Enterprise,30,1,,,2.0,1.0,1.0,0.0,83.69
CUST_01840,Female,41,Premium,47,0,12.333333333333334,519.0,1.0,1.0,3.0,1.0,67.44
CUST_01841,Female,33,Premium,12,1,14.5,670.5,,,5.0,0.0,69.466
CUST_01842,Female,22,Standard,27,1,,,2.0,2.0,3.0,0.0,80.89333333333333
CUST_01843,Male,31,Enterprise,45,0,14.0,617.0,2.0,1.0,2.0,0.0,80.11500000000001
CUST_01844,Female,55,Standard,63,0,18.0,519.0,,,4.0,1.0,76.4725
CUST_01845,Male,31,Standard,55,0,16.0,625.3333333333334,2.0,1.0,2.0,0.0,106.475
CUST_01846,Female,64,Standard,30,0,15.0,680.0,2.0,2.0,3.0,0.0,82.83666666666666
CUST_01847,Female,21,Premium,14,0,15.5,699.0,1.0,0.0,,,
CUST_01848,Male,21,Premium,56,0,17.75,641.75,,,2.0,0.0,65.59
CUST_01849,Female,34,Enterprise,19,0,14.333333333333334,560.3333333333334,3.0,3.0,,,
CUST_01850,Male,42,Enterprise,26,1,16.0,636.0,,,5.0,0.0,80.47200000000001
CUST_01851,Male,48,Enterprise,71,0,16.375,638.125,1.0,1.0,4.0,0.0,64.0675
CUST_01852,Female,36,Premium,38,0,16.0,563.5,1.0,1.0,2.0,0.0,60.91
CUST_01853,Male,51,Premium,69,1,17.0,405.0,1.0,1.0,1.0,0.0,93.79
CUST_01854,Female,26,Standard,36,0,16.75,637.0,,,2.0,0.0,87.455
CUST_01855,Female,49,Premium,18,0,14.666666666666666,586.3333333333334,1.0,0.0,2.0,0.0,68.11500000000001
CUST_01856,Male,47,Standard,57,0,16.0,822.0,2.0,2.0,2.0,0.0,88.75
CUST_01857,Male,33,Standard,23,1,16.0,738.0,2.0,2.0,3.0,0.0,88.48
CUST_01858,Male,63,Premium,14,0,13.0,649.5,,,2.0,1.0,78.545
CUST_01859,Male,49,Standard,69,0,15.666666666666666,747.3333333333334,,,2.0,0.0,51.69499999999999
CUST_01860,Female,36,Standard,22,1,,,1.0,0.0,,,
CUST_01861,Female,51,Enterprise,28,0,15.666666666666666,658.3333333333334,,,3.0,0.0,89.42666666666666
CUST_01862,Male,65,Standard,43,0,16.333333333333332,571.6666666666666,,,1.0,0.0,81.01
CUST_01863,Female,25,Premium,18,0,13.666666666666666,647.3333333333334,1.0,0.0,2.0,0.0,82.25999999999999
CUST_01864,Female,43,Premium,36,0,16.5,547.5,,,2.0,0.0,92.92500000000001
CUST_01865,Female,25,Standard,7,0,16.0,606.0,,,4.0,0.0,89.575
CUST_01866,Female,46,Enterprise,23,0,11.0,574.0,1.0,0.0,1.0,0.0,74.57
CUST_01867,Male,37,Premium,34,1,16.666666666666668,639.3333333333334,1.0,1.0,2.0,0.0,84.59
CUST_01868,Male,43,Premium,21,1,11.0,535.0,1.0,1.0,3.0,1.0,85.55333333333333
CUST_01869,Female,56,Enterprise,70,0,14.0,521.0,,,1.0,1.0,117.59
CUST_01870,Male,43,Standard,47,0,15.666666666666666,565.0,1.0,1.0,,,
CUST_01871,Male,57,Premium,53,1,15.0,627.6666666666666,1.0,1.0,1.0,1.0,80.84
CUST_01872,Male,53,Standard,41,0,18.0,724.0,1.0,0.0,1.0,0.0,87.19
CUST_01873,Female,59,Standard,32,0,13.0,343.0,,,1.0,0.0,83.39
CUST_01874,Female,66,Standard,14,0,11.6,569.8,2.0,2.0,4.0,0.0,81.16250000000001
CUST_01875,Female,34,Standard,17,0,17.0,568.3333333333334,,,1.0,0.0,112.91
CUST_01876,Male,30,Premium,25,0,15.6,462.4,2.0,2.0,2.0,0.0,72.365
CUST_01877,Female,41,Enterprise,64,0,16.0,623.6666666666666,1.0,0.0,,,
CUST_01878,Female,43,Premium,48,0,17.666666666666668,606.3333333333334,2.0,2.0,1.0,0.0,74.88
CUST_01879,Male,20,Enterprise,35,0,18.0,630.0,1.0,1.0,2.0,0.0,80.46
CUST_01880,Female,37,Standard,37,0,16.5,705.0,1.0,1.0,1.0,1.0,72.79
CUST_01881,Female,63,Enterprise,55,0,18.5,428.0,,,5.0,0.0,80.054
CUST_01882,Male,31,Standard,17,0,20.2,662.8,,,1.0,0.0,51.67
CUST_01883,Male,62,Premium,28,0,16.5,591.8333333333334,,,5.0,0.0,93.398
CUST_01884,Male,47,Premium,1,0,18.0,588.0,1.0,1.0,3.0,0.0,54.93333333333333
CUST_01885,Female,59,Enterprise,53,0,19.5,500.5,,,2.0,0.0,74.195
CUST_01886,Female,26,Standard,55,0,20.0,616.0,1.0,1.0,1.0,0.0,80.88
CUST_01887,Female,42,Standard,61,0,12.5,750.0,4.0,4.0,2.0,0.0,88.68
CUST_01888,Male,40,Enterprise,13,0,14.0,529.8,2.0,2.0,1.0,0.0,69.34
CUST_01889,Male,53,Standard,47,0,13.333333333333334,601.0,1.0,1.0,2.0,1.0,86.895
CUST_01890,Female,30,Standard,64,0,14.0,619.75,2.0,2.0,3.0,0.0,90.12666666666667
CUST_01891,Female,41,Standard,32,1,14.5,581.0,,,4.0,0.0,74.3325
CUST_01892,Male,61,Premium,28,1,11.0,694.8,,,2.0,0.0,67.335
CUST_01893,Male,54,Premium,53,0,16.0,532.6666666666666,1.0,1.0,4.0,0.0,78.66499999999999
CUST_01894,Male,48,Premium,31,0,14.833333333333334,652.8333333333334,,,1.0,0.0,92.49
CUST_01895,Male,61,Standard,8,0,12.0,593.2,1.0,1.0,,,
CUST_01896,Female,47,Premium,25,0,13.571428571428571,680.0,2.0,1.0,4.0,0.0,71.72749999999999
CUST_01897,Male,37,Standard,33,1,17.333333333333332,670.6666666666666,,,3.0,0.0,99.60666666666667
CUST_01898,Female,33,Standard,68,0,14.333333333333334,715.0,2.0,2.0,1.0,0.0,89.61
CUST_01899,Female,37,Enterprise,7,0,13.0,487.0,1.0,1.0,2.0,1.0,87.11
CUST_01900,Female,47,Standard,66,0,12.5,605.0,1.0,1.0,,,
CUST_01901,Male,43,Premium,46,0,16.0,673.0,1.0,1.0,1.0,0.0,64.06
CUST_01902,Male,27,Premium,5,0,14.142857142857142,648.0,1.0,1.0,6.0,0.0,70.96
CUST_01903,Male,61,Standard,17,0,13.5,539.25,1.0,1.0,2.0,0.0,81.775
CUST_01904,Male,64,Premium,52,0,14.5,664.0,1.0,1.0,,,
CUST_01905,Female,27,Standard,12,1,13.5,607.5,,,,,
CUST_01906,Male,23,Enterprise,62,0,15.25,678.0,1.0,1.0,2.0,0.0,50.995000000000005
CUST_01907,Male,46,Standard,35,1,18.333333333333332,590.0,3.0,3.0,2.0,0.0,97.555
CUST_01908,Female,55,Standard,62,1,10.833333333333334,612.5,1.0,1.0,3.0,0.0,84.39999999999999
CUST_01909,Male,24,Enterprise,21,1,16.166666666666668,599.6666666666666,,,2.0,0.0,79.215
CUST_01910,Female,52,Premium,66,0,15.0,485.0,4.0,3.0,1.0,0.0,36.03
CUST_01911,Female,68,Enterprise,53,0,13.666666666666666,617.3333333333334,,,1.0,0.0,58.16
CUST_01912,Female,53,Enterprise,21,0,18.25,655.0,2.0,2.0,1.0,0.0,85.67
CUST_01913,Female,49,Standard,15,1,11.0,538.0,,,3.0,0.0,63.76
CUST_01914,Female,27,Standard,23,1,12.0,452.0,,,1.0,0.0,20.93
CUST_01915,Female,58,Enterprise,31,0,14.833333333333334,546.0,1.0,1.0,1.0,0.0,36.04
CUST_01916,Female,66,Premium,54,0,16.5,593.5,,,1.0,0.0,112.88
CUST_01917,Female,45,Enterprise,55,0,16.0,629.8333333333334,,,4.0,0.0,84.4825
CUST_01918,Male,56,Premium,26,0,16.333333333333332,571.3333333333334,1.0,0.0,,,
CUST_01919,Male,53,Enterprise,53,1,14.0,629.1666666666666,,,2.0,0.0,85.63
CUST_01920,Male,26,Enterprise,66,1,19.25,617.25,,,1.0,0.0,70.25
CUST_01921,Male,59,Premium,39,0,15.0,606.75,,,2.0,0.0,62.315
CUST_01922,Female,47,Enterprise,7,0,17.5,577.5,2.0,2.0,3.0,0.0,79.53333333333333
CUST_01923,Male,58,Standard,39,0,14.2,663.8,,,,,
CUST_01924,Female,58,Enterprise,32,0,17.75,621.5,,,4.0,0.0,74.9675
CUST_01925,Male,47,Standard,26,1,18.2,615.4,,,3.0,0.0,88.39
CUST_01926,Male,33,Premium,29,1,15.4,490.8,2.0,1.0,,,
CUST_01927,Male,69,Premium,25,0,15.25,619.5,,,2.0,0.0,89.38
CUST_01928,Female,57,Standard,56,0,17.5,717.5,4.0,3.0,1.0,0.0,44.57
CUST_01929,Male,23,Enterprise,31,0,14.0,530.5,1.0,1.0,1.0,0.0,143.41
CUST_01930,Female,61,Standard,66,1,16.0,611.0,,,4.0,0.0,77.57000000000001
CUST_01931,Female,37,Standard,2,0,17.666666666666668,522.6666666666666,,,4.0,0.0,72.87
CUST_01932,Male,63,Premium,47,0,16.25,584.75,1.0,1.0,2.0,0.0,71.23
CUST_01933,Male,67,Standard,29,0,13.5,691.0,1.0,1.0,,,
CUST_01934,Male,44,Enterprise,49,1,22.0,725.0,1.0,0.0,2.0,0.0,76.8
CUST_01935,Female,26,Standard,32,0,,,2.0,2.0,1.0,0.0,113.53
CUST_01936,Male,57,Premium,30,0,13.0,472.0,2.0,2.0,2.0,0.0,73.465
CUST_01937,Female,47,Enterprise,15,0,22.0,470.0,,,4.0,0.0,76.575
CUST_01938,Female,24,Premium,62,0,16.333333333333332,589.0,1.0,1.0,5.0,0.0,87.356
CUST_01939,Male,22,Standard,17,1,10.333333333333334,614.6666666666666,2.0,1.0,1.0,0.0,94.45
CUST_01940,Male,63,Standard,22,0,16.0,663.2857142857143,1.0,1.0,2.0,0.0,64.405
CUST_01941,Female,50,Premium,30,0,16.5,553.25,2.0,1.0,1.0,0.0,113.42
CUST_01942,Female,66,Premium,16,0,20.0,698.0,,,3.0,0.0,67.23333333333333
CUST_01943,Female,61,Enterprise,52,0,17.666666666666668,711.6666666666666,2.0,2.0,3.0,0.0,56.849999999999994
CUST_01944,Male,39,Premium,8,1,14.0,550.0,2.0,2.0,2.0,0.0,98.355
CUST_01945,Female,38,Premium,64,0,16.0,524.0,,,2.0,0.0,88.28999999999999
CUST_01946,Male,67,Standard,39,1,16.0,640.3333333333334,1.0,0.0,2.0,0.0,85.03999999999999
CUST_01947,Female,30,Standard,31,0,,,,,5.0,0.0,73.76
CUST_01948,Female,59,Premium,12,0,16.75,652.0,,,1.0,0.0,102.55
CUST_01949,Male,22,Premium,33,0,15.0,591.0,1.0,1.0,2.0,0.0,73.98
CUST_01950,Female,42,Standard,58,0,16.4,601.4,4.0,4.0,,,
CUST_01951,Male,26,Enterprise,12,0,14.75,572.5,1.0,1.0,1.0,0.0,84.8
CUST_01952,Male,42,Enterprise,25,0,16.0,614.0,2.0,2.0,3.0,0.0,82.83666666666666
CUST_01953,Female,26,Enterprise,38,0,,,,,1.0,0.0,95.87
CUST_01954,Male,65,Enterprise,48,1,18.0,583.25,3.0,3.0,,,
CUST_01955,Male,53,Standard,55,0,16.25,597.0,,,1.0,0.0,73.59
CUST_01956,Female,61,Premium,3,0,15.0,517.5,,,3.0,0.0,59.923333333333325
CUST_01957,Male,38,Enterprise,69,1,13.0,534.5,4.0,4.0,,,
CUST_01958,Male,28,Standard,35,1,18.666666666666668,600.0,1.0,1.0,3.0,0.0,54.80666666666667
CUST_01959,Male,67,Premium,51,0,13.0,569.2,,,3.0,0.0,78.63000000000001
CUST_01960,Female,37,Enterprise,27,1,17.0,407.0,1.0,1.0,1.0,1.0,94.64
CUST_01961,Male,60,Premium,37,0,15.2,591.8,2.0,2.0,5.0,0.0,76.19800000000001
CUST_01962,Female,67,Enterprise,16,1,13.5,568.75,,,1.0,0.0,87.07
CUST_01963,Female,64,Premium,25,0,,,,,4.0,1.0,80.81
CUST_01964,Male,61,Enterprise,33,1,13.4,607.8,3.0,3.0,1.0,0.0,103.36
CUST_01965,Male,44,Enterprise,62,0,17.0,513.0,1.0,1.0,1.0,0.0,60.72
CUST_01966,Male,33,Premium,17,0,9.0,523.0,2.0,2.0,5.0,0.0,78.6
CUST_01967,Female,63,Premium,43,0,19.0,652.0,1.0,1.0,3.0,0.0,84.09666666666668
CUST_01968,Male,44,Premium,30,0,18.0,691.0,2.0,2.0,3.0,0.0,58.050000000000004
CUST_01969,Male,38,Standard,41,0,18.0,639.5,3.0,3.0,2.0,0.0,80.7
CUST_01970,Male,58,Standard,4,0,17.0,661.5,1.0,1.0,3.0,0.0,71.66333333333334
CUST_01971,Male,34,Premium,66,0,10.5,578.0,,,2.0,0.0,96.93
CUST_01972,Male,35,Standard,60,0,15.0,509.0,1.0,1.0,2.0,0.0,78.095
CUST_01973,Female,46,Enterprise,9,0,14.833333333333334,633.5,3.0,2.0,3.0,0.0,97.64999999999999
CUST_01974,Female,59,Premium,31,0,13.875,623.25,1.0,1.0,2.0,0.0,80.10499999999999
CUST_01975,Male,29,Standard,69,0,14.0,532.75,,,2.0,0.0,84.91999999999999
CUST_01976,Male,23,Premium,24,0,17.0,515.75,1.0,1.0,2.0,0.0,109.85
CUST_01977,Male,38,Enterprise,24,0,20.5,674.0,1.0,0.0,3.0,0.0,64.46666666666667
CUST_01978,Male,47,Enterprise,45,0,15.0,621.0,,,2.0,0.0,100.695
CUST_01979,Female,40,Standard,37,1,14.0,678.5714285714286,3.0,3.0,1.0,0.0,74.84
CUST_01980,Male,66,Enterprise,58,0,14.166666666666666,647.5,3.0,3.0,2.0,0.0,75.095
CUST_01981,Female,33,Premium,23,0,15.0,670.0,1.0,1.0,,,
CUST_01982,Female,52,Standard,35,0,11.25,578.5,1.0,1.0,4.0,0.0,91.965
CUST_01983,Male,67,Premium,63,0,,,1.0,1.0,1.0,0.0,100.6
CUST_01984,Female,29,Premium,6,0,16.0,600.5,1.0,0.0,2.0,0.0,65.795
CUST_01985,Female,38,Premium,6,1,13.5,619.0,1.0,1.0,1.0,0.0,60.51
CUST_01986,Female,49,Enterprise,30,1,16.0,531.0,1.0,1.0,4.0,0.0,71.6125
CUST_01987,Female,41,Premium,1,0,13.333333333333334,700.6666666666666,1.0,1.0,2.0,1.0,89.57499999999999
CUST_01988,Male,22,Enterprise,63,0,17.333333333333332,649.0,,,,,
CUST_01989,Male,56,Premium,8,0,11.5,732.0,2.0,1.0,,,
CUST_01990,Female,60,Enterprise,28,0,15.333333333333334,578.6666666666666,3.0,3.0,2.0,0.0,83.465
CUST_01991,Male,37,Enterprise,33,1,16.333333333333332,587.0,2.0,2.0,2.0,0.0,82.61
CUST_01992,Male,30,Enterprise,53,1,17.5,425.5,3.0,3.0,5.0,0.0,90.654
CUST_01993,Male,67,Premium,38,0,18.0,521.0,1.0,1.0,2.0,0.0,98.15
CUST_01994,Male,21,Premium,52,0,16.0,452.0,3.0,2.0,4.0,0.0,80.685
CUST_01995,Male,31,Enterprise,11,0,10.0,344.0,,,2.0,0.0,79.87
CUST_01996,Female,25,Premium,2,0,16.333333333333332,586.0,1.0,1.0,3.0,0.0,71.54333333333334
CUST_01997,Male,62,Enterprise,53,1,11.0,567.4,1.0,1.0,,,
CUST_01998,Male,59,Premium,68,0,15.333333333333334,564.6666666666666,,,3.0,0.0,81.09666666666668
CUST_01999,Male,63,Enterprise,7,0,16.5,501.0,,,3.0,0.0,77.59666666666668
CUST_02000,Male,48,Enterprise,67,1,14.0,539.1428571428571,1.0,1.0,2.0,0.0,83.59
CUST_02001,Female,49,Standard,9,0,14.0,591.6666666666666,1.0,1.0,1.0,0.0,72.01
CUST_02002,Female,21,Premium,63,0,13.0,808.0,,,4.0,0.0,96.9025
CUST_02003,Female,28,Premium,11,0,14.0,720.0,,,3.0,0.0,92.08
CUST_02004,Female,66,Standard,37,0,13.666666666666666,561.0,,,2.0,0.0,79.78999999999999
CUST_02005,Male,21,Enterprise,14,0,19.75,548.25,2.0,2.0,1.0,0.0,61.76
