ticket_id,customer_id,issue_type,resolved
TIC_02150,CUST_05565,Technical,No
TIC_02151,CUST_03009,Billing,Yes
TIC_02152,CUST_02649,Technical,Yes
TIC_02153,CUST_03706,Billing,Yes
TIC_02154,CUST_01666,Billing,Yes
TIC_02155,CUST_03994,General,Yes
TIC_02156,CUST_07651,General,Yes
TIC_02157,CUST_04821,Billing,Yes
TIC_02158,CUST_02282,Billing,Yes
TIC_02159,CUST_03277,Technical,Yes
TIC_02160,CUST_09913,Technical,Yes
TIC_02161,CUST_08277,General,Yes
TIC_02162,CUST_01167,Technical,Yes
TIC_02163,CUST_01560,General,Yes
TIC_02164,CUST_07270,General,No
TIC_02165,CUST_05135,Billing,Yes
TIC_02166,CUST_01414,Billing,Yes
TIC_02167,CUST_06799,General,Yes
TIC_02168,CUST_03355,Technical,Yes
TIC_02169,CUST_07809,Billing,Yes
TIC_02170,CUST_08755,General,No
TIC_02171,CUST_02894,Technical,Yes
TIC_02172,CUST_02036,Technical,Yes
TIC_02173,CUST_07478,Billing,Yes
TIC_02174,CUST_07950,Billing,Yes
TIC_02175,CUST_07198,Technical,No
TIC_02176,CUST_04308,Technical,Yes
TIC_02177,CUST_09677,General,Yes
TIC_02178,CUST_01624,Technical,Yes
TIC_02179,CUST_00885,Billing,Yes
TIC_02180,CUST_07818,Billing,Yes
TIC_02181,CUST_00111,Billing,Yes
TIC_02182,CUST_00727,Technical,No
TIC_02183,CUST_00769,Technical,Yes
TIC_02184,CUST_07637,General,Yes
TIC_02185,CUST_03384,General,Yes
TIC_02186,CUST_02076,General,Yes
TIC_02187,CUST_04279,Technical,Yes
TIC_02188,CUST_08815,Technical,Yes
TIC_02189,CUST_02776,Billing,Yes
TIC_02190,CUST_01605,General,Yes
TIC_02191,CUST_07820,Technical,Yes
TIC_02192,CUST_06740,Billing,Yes
TIC_02193,CUST_04690,Technical,Yes
TIC_02194,CUST_01616,Billing,Yes
TIC_02195,CUST_04802,Technical,Yes
TIC_02196,CUST_04365,General,Yes
TIC_02197,CUST_02190,Billing,Yes
TIC_02198,CUST_07657,Technical,Yes
TIC_02199,CUST_09751,General,Yes
TIC_02200,CUST_07390,Billing,Yes
TIC_02201,CUST_06883,Technical,Yes
TIC_02202,CUST_09230,General,Yes
TIC_02203,CUST_05728,Billing,Yes
TIC_02204,CUST_07078,Billing,Yes
TIC_02205,CUST_04570,General,Yes
TIC_02206,CUST_00895,General,Yes
TIC_02207,CUST_02788,Technical,Yes
TIC_02208,CUST_08988,Billing,No
TIC_02209,CUST_01451,Technical,Yes
TIC_02210,CUST_04097,Billing,Yes
TIC_02211,CUST_08442,Technical,Yes
TIC_02212,CUST_03928,General,No
TIC_02213,CUST_03458,Technical,Yes
TIC_02214,CUST_07169,General,Yes
TIC_02215,CUST_01009,General,Yes
TIC_02216,CUST_01300,Technical,Yes
TIC_02217,CUST_06510,General,Yes
TIC_02218,CUST_06613,General,Yes
TIC_02219,CUST_04535,Technical,Yes
TIC_02220,CUST_09909,Billing,Yes
TIC_02221,CUST_09725,Technical,No
TIC_02222,CUST_06885,Billing,Yes
TIC_02223,CUST_01863,Billing,No
TIC_02224,CUST_01667,Billing,Yes
TIC_02225,CUST_09529,Technical,Yes
TIC_02226,CUST_02146,Billing,Yes
TIC_02227,CUST_07895,Billing,Yes
TIC_02228,CUST_05351,General,Yes
TIC_02229,CUST_05004,General,Yes
TIC_02230,CUST_08498,Technical,Yes
TIC_02231,CUST_01278,Technical,Yes
TIC_02232,CUST_03876,General,Yes
TIC_02233,CUST_09747,Technical,Yes
TIC_02234,CUST_04663,Technical,Yes
TIC_02235,CUST_02544,Billing,Yes
TIC_02236,CUST_07314,General,Yes
TIC_02237,CUST_02898,Technical,No
TIC_02238,CUST_00275,Billing,Yes
TIC_02239,CUST_09871,Technical,Yes
TIC_02240,CUST_06786,General,Yes
TIC_02241,CUST_04830,General,Yes
TIC_02242,CUST_02983,Technical,Yes
TIC_02243,CUST_08552,General,Yes
TIC_02244,CUST_06600,Billing,Yes
TIC_02245,CUST_03865,Technical,No
TIC_02246,CUST_02846,Billing,Yes
TIC_02247,CUST_03653,Billing,Yes
TIC_02248,CUST_07161,Billing,Yes
TIC_02249,CUST_04767,Billing,Yes
TIC_02250,CUST_03831,Technical,Yes
TIC_02251,CUST_08793,Billing,Yes
TIC_02252,CUST_09623,General,Yes
TIC_02253,CUST_08876,Billing,No
TIC_02254,CUST_07577,Billing,Yes
TIC_02255,CUST_05478,General,Yes
TIC_02256,CUST_03294,Billing,Yes
TIC_02257,CUST_06082,Technical,Yes
TIC_02258,CUST_03703,Billing,Yes
TIC_02259,CUST_05608,Technical,Yes
TIC_02260,CUST_01465,General,Yes
TIC_02261,CUST_05923,Billing,Yes
TIC_02262,CUST_00800,General,Yes
TIC_02263,CUST_03640,Billing,Yes
TIC_02264,CUST_04383,Technical,No
TIC_02265,CUST_09631,Technical,Yes
TIC_02266,CUST_00977,General,Yes
TIC_02267,CUST_06995,Technical,Yes
TIC_02268,CUST_08487,General,Yes
TIC_02269,CUST_05921,Billing,Yes
TIC_02270,CUST_05823,Technical,No
TIC_02271,CUST_03107,Technical,Yes
TIC_02272,CUST_08640,Technical,Yes
TIC_02273,CUST_05613,General,No
TIC_02274,CUST_01980,Billing,Yes
TIC_02275,CUST_03844,Billing,Yes
TIC_02276,CUST_00877,Billing,No
TIC_02277,CUST_08383,Billing,Yes
TIC_02278,CUST_00804,General,No
TIC_02279,CUST_09023,General,Yes
TIC_02280,CUST_08962,Billing,Yes
TIC_02281,CUST_09858,Billing,Yes
TIC_02282,CUST_07638,Technical,Yes
TIC_02283,CUST_00171,General,Yes
TIC_02284,CUST_03147,Billing,Yes
TIC_02285,CUST_04351,Technical,Yes
TIC_02286,CUST_03827,Technical,Yes
TIC_02287,CUST_07754,Technical,Yes
TIC_02288,CUST_02910,Technical,Yes
TIC_02289,CUST_00334,Technical,No
TIC_02290,CUST_01628,Technical,Yes
TIC_02291,CUST_00497,Technical,Yes
TIC_02292,CUST_04721,General,Yes
TIC_02293,CUST_08047,Technical,Yes
TIC_02294,CUST_07567,Technical,Yes
TIC_02295,CUST_06160,Billing,Yes
TIC_02296,CUST_03798,Billing,Yes
TIC_02297,CUST_04003,General,Yes
TIC_02298,CUST_08274,General,Yes
TIC_02299,CUST_01160,Technical,Yes
TIC_02300,CUST_05350,General,Yes
TIC_02301,CUST_07378,Billing,Yes
TIC_02302,CUST_07834,Billing,Yes
TIC_02303,CUST_04109,General,Yes
TIC_02304,CUST_00168,General,Yes
TIC_02305,CUST_03440,Technical,Yes
TIC_02306,CUST_07608,Technical,No
TIC_02307,CUST_04999,Technical,Yes
TIC_02308,CUST_04783,Billing,Yes
TIC_02309,CUST_01387,Technical,Yes
TIC_02310,CUST_05041,Technical,Yes
TIC_02311,CUST_03955,Billing,Yes
TIC_02312,CUST_08527,Billing,No
TIC_02313,CUST_03528,Billing,Yes
TIC_02314,CUST_03846,Billing,No
TIC_02315,CUST_08665,Technical,Yes
TIC_02316,CUST_05210,Technical,Yes
TIC_02317,CUST_08114,General,Yes
TIC_02318,CUST_07351,General,Yes
TIC_02319,CUST_07564,Technical,Yes
TIC_02320,CUST_08222,Billing,Yes
TIC_02321,CUST_02658,Technical,Yes
TIC_02322,CUST_01683,Technical,Yes
TIC_02323,CUST_08045,Billing,Yes
TIC_02324,CUST_04520,Technical,Yes
TIC_02325,CUST_08648,Technical,Yes
TIC_02326,CUST_06214,General,Yes
TIC_02327,CUST_03854,Technical,Yes
TIC_02328,CUST_03120,Technical,Yes
TIC_02329,CUST_07527,Billing,No
TIC_02330,CUST_08957,Technical,Yes
TIC_02331,CUST_07838,General,Yes
TIC_02332,CUST_06345,Technical,Yes
TIC_02333,CUST_06367,Technical,Yes
TIC_02334,CUST_02168,General,Yes
TIC_02335,CUST_00871,Billing,Yes
TIC_02336,CUST_07981,Billing,No
TIC_02337,CUST_02521,Billing,Yes
TIC_02338,CUST_03615,Billing,Yes
TIC_02339,CUST_03099,Technical,Yes
TIC_02340,CUST_05358,Billing,No
TIC_02341,CUST_06962,Technical,Yes
TIC_02342,CUST_06817,Technical,No
TIC_02343,CUST_01880,Technical,Yes
TIC_02344,CUST_02991,Technical,Yes
TIC_02345,CUST_08940,Technical,Yes
TIC_02346,CUST_03418,General,Yes
TIC_02347,CUST_08567,Technical,Yes
TIC_02348,CUST_02097,General,Yes
TIC_02349,CUST_05372,Billing,Yes
TIC_02350,CUST_03803,Billing,Yes
TIC_02351,CUST_00189,Billing,Yes
TIC_02352,CUST_01720,General,Yes
TIC_02353,CUST_06973,General,Yes
TIC_02354,CUST_02337,Billing,Yes
TIC_02355,CUST_05157,Technical,Yes
TIC_02356,CUST_08553,Billing,Yes
TIC_02357,CUST_09270,Billing,Yes
TIC_02358,CUST_04251,Billing,No
TIC_02359,CUST_00844,General,No
TIC_02360,CUST_04432,General,Yes
TIC_02361,CUST_05978,General,Yes
TIC_02362,CUST_05586,General,Yes
TIC_02363,CUST_02795,Technical,Yes
TIC_02364,CUST_07967,Technical,Yes
TIC_02365,CUST_03575,Billing,Yes
TIC_02366,CUST_08980,General,Yes
TIC_02367,CUST_06892,General,Yes
TIC_02368,CUST_04383,General,Yes
TIC_02369,CUST_03603,Technical,Yes
TIC_02370,CUST_03088,Technical,No
TIC_02371,CUST_00715,Technical,Yes
TIC_02372,CUST_01713,Technical,No
TIC_02373,CUST_04703,Billing,Yes
TIC_02374,CUST_09274,Technical,Yes
TIC_02375,CUST_00455,Billing,Yes
TIC_02376,CUST_03297,Billing,No
TIC_02377,CUST_08227,Billing,Yes
TIC_02378,CUST_03826,Technical,Yes
TIC_02379,CUST_04306,Technical,Yes
TIC_02380,CUST_03548,Billing,Yes
TIC_02381,CUST_09372,General,Yes
TIC_02382,CUST_01257,Billing,Yes
TIC_02383,CUST_00477,Technical,Yes
TIC_02384,CUST_06172,Billing,Yes
TIC_02385,CUST_04349,Billing,Yes
TIC_02386,CUST_02502,General,Yes
TIC_02387,CUST_00728,Billing,Yes
TIC_02388,CUST_05604,Technical,Yes
TIC_02389,CUST_06591,Billing,Yes
TIC_02390,CUST_00568,General,Yes
TIC_02391,CUST_04608,General,Yes
TIC_02392,CUST_09678,Billing,Yes
TIC_02393,CUST_08058,General,Yes
TIC_02394,CUST_07646,Billing,Yes
TIC_02395,CUST_01974,Billing,Yes
TIC_02396,CUST_02203,Technical,Yes
TIC_02397,CUST_03255,Technical,Yes
TIC_02398,CUST_05865,Billing,Yes
TIC_02399,CUST_03704,Billing,Yes
TIC_02400,CUST_00801,Technical,Yes
TIC_02401,CUST_09699,General,Yes
TIC_02402,CUST_06084,Technical,Yes
TIC_02403,CUST_06572,Technical,No
TIC_02404,CUST_04993,General,No
TIC_02405,CUST_08234,Billing,Yes
TIC_02406,CUST_03185,General,Yes
TIC_02407,CUST_09857,General,Yes
TIC_02408,CUST_05776,Technical,Yes
TIC_02409,CUST_01308,Billing,Yes
TIC_02410,CUST_09337,General,Yes
TIC_02411,CUST_00260,Technical,Yes
TIC_02412,CUST_06659,General,Yes
TIC_02413,CUST_08981,Technical,No
TIC_02414,CUST_06372,General,Yes
TIC_02415,CUST_09682,General,Yes
TIC_02416,CUST_04771,Billing,Yes
TIC_02417,CUST_00224,General,No
TIC_02418,CUST_05367,Technical,Yes
TIC_02419,CUST_06683,Billing,Yes
TIC_02420,CUST_03335,General,Yes
TIC_02421,CUST_08890,Technical,Yes
TIC_02422,CUST_01020,Technical,Yes
TIC_02423,CUST_08993,Technical,Yes
TIC_02424,CUST_03096,Technical,Yes
TIC_02425,CUST_06081,Billing,Yes
TIC_02426,CUST_04558,Technical,Yes
TIC_02427,CUST_03219,Technical,Yes
TIC_02428,CUST_06854,Billing,Yes
TIC_02429,CUST_09078,Technical,Yes
TIC_02430,CUST_00428,General,Yes
TIC_02431,CUST_09405,Technical,Yes
TIC_02432,CUST_03285,Technical,Yes
TIC_02433,CUST_09402,Billing,Yes
TIC_02434,CUST_07954,General,Yes
TIC_02435,CUST_09191,Technical,No
TIC_02436,CUST_06181,Technical,No
TIC_02437,CUST_08024,Technical,Yes
TIC_02438,CUST_09173,Billing,Yes
TIC_02439,CUST_08901,General,Yes
TIC_02440,CUST_05334,Billing,Yes
TIC_02441,CUST_01392,Technical,Yes
TIC_02442,CUST_07308,General,Yes
TIC_02443,CUST_03007,General,Yes
TIC_02444,CUST_00942,Technical,Yes
TIC_02445,CUST_07819,General,Yes
TIC_02446,CUST_00955,General,Yes
TIC_02447,CUST_01605,General,Yes
TIC_02448,CUST_09957,Billing,Yes
TIC_02449,CUST_00592,Billing,Yes
TIC_02450,CUST_06196,General,No
TIC_02451,CUST_02710,Billing,Yes
TIC_02452,CUST_09029,Billing,Yes
TIC_02453,CUST_06153,Billing,Yes
TIC_02454,CUST_05997,Technical,Yes
TIC_02455,CUST_04072,Billing,Yes
TIC_02456,CUST_03525,Billing,Yes
TIC_02457,CUST_07238,General,Yes
TIC_02458,CUST_01358,Technical,Yes
TIC_02459,CUST_04097,Billing,Yes
TIC_02460,CUST_00451,Technical,Yes
TIC_02461,CUST_08586,Technical,Yes
TIC_02462,CUST_09484,Technical,Yes
TIC_02463,CUST_09513,Technical,Yes
TIC_02464,CUST_08801,Billing,Yes
TIC_02465,CUST_00964,General,Yes
TIC_02466,CUST_01229,Technical,Yes
TIC_02467,CUST_04629,Billing,Yes
TIC_02468,CUST_03102,General,Yes
TIC_02469,CUST_07032,Technical,Yes
TIC_02470,CUST_06576,General,Yes
TIC_02471,CUST_07121,General,Yes
TIC_02472,CUST_06068,Billing,No
TIC_02473,CUST_00188,General,Yes
TIC_02474,CUST_03735,General,Yes
TIC_02475,CUST_08281,General,Yes
TIC_02476,CUST_08775,Technical,Yes
TIC_02477,CUST_00584,General,Yes
TIC_02478,CUST_06410,Technical,Yes
TIC_02479,CUST_00597,Billing,Yes
TIC_02480,CUST_08343,Billing,Yes
TIC_02481,CUST_06440,General,Yes
TIC_02482,CUST_04338,Technical,Yes
TIC_02483,CUST_02145,Technical,Yes
TIC_02484,CUST_06244,Technical,No
TIC_02485,CUST_06070,Technical,Yes
TIC_02486,CUST_00679,Billing,Yes
TIC_02487,CUST_09374,General,Yes
TIC_02488,CUST_05162,Billing,Yes
TIC_02489,CUST_07577,Billing,Yes
TIC_02490,CUST_04547,Technical,No
TIC_02491,CUST_08684,General,Yes
TIC_02492,CUST_09441,General,Yes
TIC_02493,CUST_05520,Billing,Yes
TIC_02494,CUST_03736,General,Yes
TIC_02495,CUST_06739,General,Yes
TIC_02496,CUST_07628,Billing,Yes
TIC_02497,CUST_02610,Technical,Yes
TIC_02498,CUST_09247,Technical,Yes
TIC_02499,CUST_08277,Technical,Yes
TIC_02500,CUST_07577,Technical,Yes
TIC_02501,CUST_07903,General,Yes
TIC_02502,CUST_08509,General,Yes
TIC_02503,CUST_01657,General,Yes
TIC_02504,CUST_01954,Technical,Yes
TIC_02505,CUST_06956,Billing,Yes
TIC_02506,CUST_00861,General,Yes
TIC_02507,CUST_03325,Technical,Yes
TIC_02508,CUST_03985,Technical,Yes
TIC_02509,CUST_06333,General,Yes
TIC_02510,CUST_03661,Billing,Yes
TIC_02511,CUST_08387,General,Yes
TIC_02512,CUST_08521,Technical,Yes
TIC_02513,CUST_06695,Technical,Yes
TIC_02514,CUST_07303,General,Yes
TIC_02515,CUST_00000,General,No
TIC_02516,CUST_04074,General,Yes
TIC_02517,CUST_02677,Technical,Yes
TIC_02518,CUST_05426,Billing,Yes
TIC_02519,CUST_06628,Technical,Yes
TIC_02520,CUST_05885,General,Yes
TIC_02521,CUST_03392,Technical,No
TIC_02522,CUST_05312,Billing,No
TIC_02523,CUST_02214,Technical,Yes
TIC_02524,CUST_07312,Billing,Yes
TIC_02525,CUST_03829,Technical,Yes
TIC_02526,CUST_03822,Billing,No
TIC_02527,CUST_02086,Billing,Yes
TIC_02528,CUST_07450,General,Yes
TIC_02529,CUST_01982,Technical,Yes
TIC_02530,CUST_01153,General,No
TIC_02531,CUST_03781,General,Yes
TIC_02532,CUST_07472,General,Yes
TIC_02533,CUST_04462,Billing,Yes
TIC_02534,CUST_01766,Technical,Yes
TIC_02535,CUST_03648,Billing,Yes
TIC_02536,CUST_03838,General,Yes
TIC_02537,CUST_02503,Billing,Yes
TIC_02538,CUST_02565,Billing,Yes
TIC_02539,CUST_04282,Technical,Yes
TIC_02540,CUST_01741,Technical,Yes
TIC_02541,CUST_04498,General,Yes
TIC_02542,CUST_06065,Technical,Yes
TIC_02543,CUST_09687,Billing,Yes
TIC_02544,CUST_08114,General,Yes
TIC_02545,CUST_06361,Technical,Yes
TIC_02546,CUST_01811,Billing,Yes
TIC_02547,CUST_09583,General,Yes
TIC_02548,CUST_05790,General,No
TIC_02549,CUST_02124,Technical,Yes
TIC_02550,CUST_02558,Technical,Yes
TIC_02551,CUST_05490,General,Yes
TIC_02552,CUST_05531,Billing,No
TIC_02553,CUST_03479,Technical,No
TIC_02554,CUST_07034,Billing,Yes
TIC_02555,CUST_05169,Technical,Yes
TIC_02556,CUST_01429,General,No
TIC_02557,CUST_07483,Technical,Yes
TIC_02558,CUST_05421,Billing,Yes
TIC_02559,CUST_06331,Billing,Yes
TIC_02560,CUST_06322,Billing,Yes
TIC_02561,CUST_00306,General,No
TIC_02562,CUST_07657,General,Yes
TIC_02563,CUST_04054,General,Yes
TIC_02564,CUST_09661,General,Yes
TIC_02565,CUST_06632,Technical,Yes
TIC_02566,CUST_02679,General,Yes
TIC_02567,CUST_07140,Billing,Yes
TIC_02568,CUST_05301,Technical,Yes
TIC_02569,CUST_04178,Technical,No
TIC_02570,CUST_01579,Billing,Yes
TIC_02571,CUST_08726,General,Yes
TIC_02572,CUST_09609,Billing,Yes
TIC_02573,CUST_02694,General,Yes
TIC_02574,CUST_02714,Billing,No
TIC_02575,CUST_07531,Technical,No
TIC_02576,CUST_04327,Billing,Yes
TIC_02577,CUST_03544,Technical,Yes
TIC_02578,CUST_06228,Technical,Yes
TIC_02579,CUST_02314,Technical,Yes
TIC_02580,CUST_06407,General,Yes
TIC_02581,CUST_08997,Technical,Yes
TIC_02582,CUST_04627,General,Yes
TIC_02583,CUST_01463,General,Yes
TIC_02584,CUST_02910,Billing,Yes
TIC_02585,CUST_00888,Technical,No
TIC_02586,CUST_02610,General,Yes
TIC_02587,CUST_04171,Technical,Yes
TIC_02588,CUST_03670,Technical,Yes
TIC_02589,CUST_01357,General,Yes
TIC_02590,CUST_07549,General,Yes
TIC_02591,CUST_09439,Billing,Yes
TIC_02592,CUST_09434,Technical,Yes
TIC_02593,CUST_09695,General,Yes
TIC_02594,CUST_02838,General,Yes
TIC_02595,CUST_09396,General,Yes
TIC_02596,CUST_05191,Technical,Yes
TIC_02597,CUST_08524,Technical,Yes
TIC_02598,CUST_09804,Billing,No
TIC_02599,CUST_08864,General,Yes
TIC_02600,CUST_05508,Billing,Yes
TIC_02601,CUST_06829,Technical,Yes
TIC_02602,CUST_03413,Technical,Yes
TIC_02603,CUST_07846,Billing,Yes
TIC_02604,CUST_05694,General,Yes
TIC_02605,CUST_04615,Technical,Yes
TIC_02606,CUST_01128,Technical,Yes
TIC_02607,CUST_03086,Technical,Yes
TIC_02608,CUST_00483,Technical,Yes
TIC_02609,CUST_09371,Billing,Yes
TIC_02610,CUST_01958,Technical,Yes
TIC_02611,CUST_06644,General,Yes
TIC_02612,CUST_05641,Billing,Yes
TIC_02613,CUST_02175,General,Yes
TIC_02614,CUST_06448,Billing,Yes
TIC_02615,CUST_07616,General,Yes
TIC_02616,CUST_03784,General,Yes
TIC_02617,CUST_04594,Technical,Yes
TIC_02618,CUST_06695,General,No
TIC_02619,CUST_07518,General,Yes
TIC_02620,CUST_06036,Technical,No
TIC_02621,CUST_03844,Technical,Yes
TIC_02622,CUST_01594,Technical,Yes
TIC_02623,CUST_01724,General,No
TIC_02624,CUST_06058,General,No
TIC_02625,CUST_03851,General,Yes
TIC_02626,CUST_05442,Billing,Yes
TIC_02627,CUST_09440,Billing,Yes
TIC_02628,CUST_01795,Technical,Yes
TIC_02629,CUST_09443,Technical,Yes
TIC_02630,CUST_00714,Technical,Yes
TIC_02631,CUST_09143,Technical,No
TIC_02632,CUST_08879,General,No
TIC_02633,CUST_07703,General,No
TIC_02634,CUST_01770,Technical,No
TIC_02635,CUST_00745,General,Yes
TIC_02636,CUST_07817,General,Yes
TIC_02637,CUST_03117,Technical,Yes
TIC_02638,CUST_06229,Billing,Yes
TIC_02639,CUST_02990,General,Yes
TIC_02640,CUST_07662,Billing,Yes
TIC_02641,CUST_07860,Billing,Yes
TIC_02642,CUST_01681,Billing,Yes
TIC_02643,CUST_05593,Technical,Yes
TIC_02644,CUST_07671,General,Yes
TIC_02645,CUST_03764,Billing,Yes
TIC_02646,CUST_03049,Technical,No
TIC_02647,CUST_04634,Billing,Yes
TIC_02648,CUST_00417,General,Yes
TIC_02649,CUST_01543,Technical,Yes
TIC_02650,CUST_00144,General,No
TIC_02651,CUST_06048,Technical,Yes
TIC_02652,CUST_00216,General,Yes
TIC_02653,CUST_09459,Billing,Yes
TIC_02654,CUST_02155,General,No
TIC_02655,CUST_09486,General,Yes
TIC_02656,CUST_00840,Billing,Yes
TIC_02657,CUST_08358,Billing,Yes
TIC_02658,CUST_05894,Technical,Yes
TIC_02659,CUST_06834,Billing,No
TIC_02660,CUST_03670,Billing,Yes
TIC_02661,CUST_05366,Technical,Yes
TIC_02662,CUST_04060,Billing,Yes
TIC_02663,CUST_05693,General,Yes
TIC_02664,CUST_04654,Billing,Yes
TIC_02665,CUST_06445,Billing,Yes
TIC_02666,CUST_01231,General,Yes
TIC_02667,CUST_07538,General,Yes
TIC_02668,CUST_04305,General,Yes
TIC_02669,CUST_04500,Technical,Yes
TIC_02670,CUST_00632,Billing,Yes
TIC_02671,CUST_09120,Technical,Yes
TIC_02672,CUST_03165,Billing,No
TIC_02673,CUST_02362,Billing,Yes
TIC_02674,CUST_09586,General,Yes
TIC_02675,CUST_03588,Billing,Yes
TIC_02676,CUST_09142,Billing,No
TIC_02677,CUST_08070,Billing,Yes
TIC_02678,CUST_04306,Billing,Yes
TIC_02679,CUST_00289,Technical,Yes
TIC_02680,CUST_05353,General,Yes
TIC_02681,CUST_01996,Billing,Yes
TIC_02682,CUST_02397,Billing,Yes
TIC_02683,CUST_06460,Technical,Yes
TIC_02684,CUST_07302,Technical,No
TIC_02685,CUST_05870,General,Yes
TIC_02686,CUST_05455,Technical,Yes
TIC_02687,CUST_03802,Technical,Yes
TIC_02688,CUST_02776,General,No
TIC_02689,CUST_08970,General,Yes
TIC_02690,CUST_02510,Technical,Yes
TIC_02691,CUST_07263,Billing,Yes
TIC_02692,CUST_03707,Billing,Yes
TIC_02693,CUST_09904,Billing,Yes
TIC_02694,CUST_05423,General,Yes
TIC_02695,CUST_03064,General,Yes
TIC_02696,CUST_06761,Technical,Yes
TIC_02697,CUST_07542,Billing,Yes
TIC_02698,CUST_00065,Technical,Yes
TIC_02699,CUST_02798,Technical,Yes
TIC_02700,CUST_05226,Billing,No
TIC_02701,CUST_01177,Technical,No
TIC_02702,CUST_07261,Technical,Yes
TIC_02703,CUST_01583,Technical,Yes
TIC_02704,CUST_04876,General,No
TIC_02705,CUST_06370,General,Yes
TIC_02706,CUST_01985,General,Yes
TIC_02707,CUST_03422,General,Yes
TIC_02708,CUST_04509,Billing,Yes
TIC_02709,CUST_07199,Billing,Yes
TIC_02710,CUST_03814,General,Yes
TIC_02711,CUST_02020,General,No
TIC_02712,CUST_08491,Technical,Yes
TIC_02713,CUST_08163,Billing,Yes
TIC_02714,CUST_03861,General,Yes
TIC_02715,CUST_06554,Billing,Yes
TIC_02716,CUST_06309,Billing,Yes
TIC_02717,CUST_01949,Technical,Yes
TIC_02718,CUST_02712,Technical,Yes
TIC_02719,CUST_01824,Technical,Yes
TIC_02720,CUST_09840,General,Yes
TIC_02721,CUST_02929,Technical,Yes
TIC_02722,CUST_07692,General,Yes
TIC_02723,CUST_09062,General,Yes
TIC_02724,CUST_07392,Billing,Yes
TIC_02725,CUST_00323,General,Yes
TIC_02726,CUST_06217,Technical,Yes
TIC_02727,CUST_05147,Billing,Yes
TIC_02728,CUST_05835,Technical,Yes
TIC_02729,CUST_07716,General,Yes
TIC_02730,CUST_06124,Technical,Yes
TIC_02731,CUST_07680,Billing,Yes
TIC_02732,CUST_03006,Technical,No
TIC_02733,CUST_09535,General,No
TIC_02734,CUST_06438,Billing,Yes
TIC_02735,CUST_03326,Technical,Yes
TIC_02736,CUST_04248,Technical,Yes
TIC_02737,CUST_06970,General,Yes
TIC_02738,CUST_05921,General,Yes
TIC_02739,CUST_02620,Technical,Yes
TIC_02740,CUST_06100,General,No
TIC_02741,CUST_01944,General,Yes
TIC_02742,CUST_08239,Billing,No
TIC_02743,CUST_02402,Technical,Yes
TIC_02744,CUST_08550,Technical,Yes
TIC_02745,CUST_04408,General,Yes
TIC_02746,CUST_09884,Technical,Yes
TIC_02747,CUST_01756,General,Yes
TIC_02748,CUST_03707,Technical,Yes
TIC_02749,CUST_00817,Billing,No
TIC_02750,CUST_07675,General,Yes
TIC_02751,CUST_01022,Billing,Yes
TIC_02752,CUST_06526,Technical,No
TIC_02753,CUST_01950,General,Yes
TIC_02754,CUST_02341,Billing,Yes
TIC_02755,CUST_06704,Billing,Yes
TIC_02756,CUST_07348,General,No
TIC_02757,CUST_04783,Billing,Yes
TIC_02758,CUST_07956,General,Yes
TIC_02759,CUST_08484,General,Yes
TIC_02760,CUST_08103,Technical,Yes
TIC_02761,CUST_03479,Technical,Yes
TIC_02762,CUST_00560,Billing,Yes
TIC_02763,CUST_08270,Technical,Yes
TIC_02764,CUST_04865,General,Yes
TIC_02765,CUST_05184,General,Yes
TIC_02766,CUST_04732,Technical,Yes
TIC_02767,CUST_05359,Technical,Yes
TIC_02768,CUST_06192,General,Yes
TIC_02769,CUST_03786,General,Yes
TIC_02770,CUST_01217,Technical,Yes
TIC_02771,CUST_09290,Technical,Yes
TIC_02772,CUST_00793,Billing,Yes
TIC_02773,CUST_02277,Technical,Yes
TIC_02774,CUST_02198,Technical,Yes
TIC_02775,CUST_02034,General,Yes
TIC_02776,CUST_03503,Technical,No
TIC_02777,CUST_02283,General,Yes
TIC_02778,CUST_03109,Billing,Yes
TIC_02779,CUST_06818,Billing,Yes
TIC_02780,CUST_05423,Billing,Yes
TIC_02781,CUST_06083,Billing,Yes
TIC_02782,CUST_02352,General,Yes
TIC_02783,CUST_08493,Billing,Yes
TIC_02784,CUST_08766,Technical,Yes
TIC_02785,CUST_00216,General,No
TIC_02786,CUST_05411,Billing,Yes
TIC_02787,CUST_06460,Billing,Yes
TIC_02788,CUST_08885,Technical,Yes
TIC_02789,CUST_03459,Technical,Yes
TIC_02790,CUST_08073,Technical,Yes
TIC_02791,CUST_08901,General,Yes
TIC_02792,CUST_08303,Billing,Yes
TIC_02793,CUST_02817,Billing,Yes
TIC_02794,CUST_07385,Technical,Yes
TIC_02795,CUST_05604,Technical,Yes
TIC_02796,CUST_05434,Billing,Yes
TIC_02797,CUST_05842,Billing,Yes
TIC_02798,CUST_07412,General,Yes
TIC_02799,CUST_01934,Technical,No
TIC_02800,CUST_09149,Technical,Yes
TIC_02801,CUST_00150,Technical,Yes
TIC_02802,CUST_09817,General,Yes
TIC_02803,CUST_03742,General,Yes
TIC_02804,CUST_00341,General,Yes
TIC_02805,CUST_09207,Technical,Yes
TIC_02806,CUST_07052,General,Yes
TIC_02807,CUST_01052,Billing,No
TIC_02808,CUST_02214,Billing,Yes
TIC_02809,CUST_01569,Technical,Yes
TIC_02810,CUST_09887,Billing,No
TIC_02811,CUST_05327,Billing,Yes
