customer_id,month,logins,active_minutes
CUST_09854,2024-11,15,839
CUST_08409,2024-12,10,797
CUST_04620,2024-11,15,660
CUST_09553,2025-01,13,579
CUST_06612,2024-11,12,623
CUST_07539,2025-01,15,650
CUST_01505,2024-11,12,576
CUST_06322,2024-11,15,751
CUST_08988,2024-12,10,604
CUST_04956,2025-01,11,432
CUST_06765,2024-11,13,545
CUST_02251,2024-12,15,469
CUST_06670,2024-12,14,493
CUST_07089,2025-01,18,565
CUST_04961,2024-12,13,465
CUST_09224,2025-01,17,868
CUST_03184,2025-01,8,553
CUST_05748,2025-01,19,397
CUST_08531,2024-12,14,768
CUST_04925,2024-12,14,674
CUST_00488,2025-01,12,510
CUST_09537,2024-12,18,410
CUST_08982,2024-12,9,766
CUST_07265,2025-01,12,684
CUST_05371,2025-01,27,477
CUST_01186,2024-12,18,526
CUST_05277,2025-01,13,828
CUST_06722,2025-01,18,664
CUST_04407,2024-11,12,573
CUST_06433,2025-01,15,496
CUST_07941,2024-11,12,669
CUST_03269,2024-12,14,671
CUST_01706,2024-12,10,561
CUST_03599,2024-11,11,505
CUST_00702,2024-11,14,508
CUST_05656,2024-11,13,585
CUST_01273,2024-11,9,525
CUST_00538,2024-11,18,795
CUST_04212,2024-11,13,514
CUST_02939,2024-11,19,461
CUST_00485,2024-12,17,435
CUST_01386,2024-11,11,775
CUST_01049,2024-11,20,440
CUST_00783,2024-12,19,590
CUST_02924,2024-12,20,571
CUST_08811,2024-11,14,717
CUST_08177,2024-11,12,606
CUST_07769,2025-01,19,692
CUST_05612,2024-11,12,512
CUST_08061,2025-01,18,561
CUST_07289,2025-01,13,233
CUST_03532,2024-12,15,595
CUST_08024,2025-01,18,719
CUST_04524,2024-11,17,461
CUST_01804,2025-01,21,654
CUST_06395,2024-12,8,594
CUST_09290,2025-01,11,625
CUST_08303,2025-01,13,713
CUST_07830,2025-01,17,560
CUST_00969,2025-01,15,670
CUST_01633,2025-01,15,512
CUST_08551,2025-01,24,752
CUST_04862,2025-01,13,430
CUST_00918,2024-12,14,630
CUST_00167,2024-11,13,644
CUST_03321,2024-12,12,661
CUST_06189,2025-01,23,841
CUST_05137,2025-01,19,610
CUST_04974,2024-12,10,544
CUST_08949,2025-01,15,361
CUST_04783,2024-12,15,534
CUST_04493,2025-01,14,449
CUST_01973,2025-01,12,580
CUST_00097,2024-11,15,668
CUST_03076,2025-01,14,680
CUST_02206,2024-11,14,667
CUST_08130,2024-11,22,744
CUST_00086,2024-12,11,572
CUST_09958,2024-11,24,684
CUST_06315,2024-12,15,799
CUST_03647,2024-12,14,621
CUST_03677,2024-11,13,332
CUST_08873,2024-12,10,463
CUST_07645,2024-11,18,652
CUST_08326,2025-01,18,338
CUST_06212,2024-12,11,665
CUST_06960,2024-11,19,541
CUST_03789,2024-11,16,758
CUST_08926,2024-11,20,404
CUST_01133,2024-11,13,627
CUST_03098,2025-01,20,463
CUST_03471,2024-12,16,484
CUST_05439,2024-11,13,472
CUST_03265,2024-12,26,534
CUST_01968,2024-11,18,691
CUST_07513,2024-12,19,776
CUST_03144,2024-11,12,648
CUST_07091,2024-11,17,639
CUST_01224,2025-01,19,611
CUST_07812,2024-12,12,577
CUST_01187,2024-11,18,576
CUST_00006,2024-11,12,760
CUST_02108,2025-01,21,608
CUST_05020,2025-01,12,579
CUST_09629,2025-01,15,736
CUST_00935,2025-01,12,617
CUST_07198,2025-01,24,312
CUST_08751,2024-12,14,658
CUST_05637,2024-11,16,596
CUST_08637,2024-12,17,610
CUST_01308,2025-01,12,768
CUST_01416,2024-11,11,695
CUST_05045,2024-12,13,483
CUST_01905,2025-01,12,677
CUST_08521,2024-12,17,815
CUST_07300,2024-12,16,891
CUST_07782,2025-01,16,421
CUST_06102,2024-11,15,485
CUST_03397,2025-01,18,489
CUST_03678,2025-01,14,849
CUST_09745,2024-12,15,706
CUST_06030,2024-11,13,568
CUST_03002,2025-01,22,595
CUST_06622,2024-11,18,567
CUST_02565,2024-12,11,513
CUST_02583,2025-01,15,540
CUST_05851,2024-11,23,684
CUST_07497,2024-11,16,545
CUST_01814,2024-12,14,664
CUST_03918,2024-11,14,664
CUST_06511,2024-11,12,479
CUST_03213,2024-11,18,487
CUST_03887,2025-01,9,610
CUST_07757,2025-01,19,613
CUST_01222,2024-12,13,473
CUST_05746,2024-12,14,800
CUST_03107,2025-01,21,634
CUST_02513,2024-11,9,527
CUST_04852,2025-01,17,409
CUST_04976,2024-12,12,765
CUST_04983,2024-12,14,678
CUST_04138,2025-01,13,619
CUST_01320,2024-12,16,713
CUST_02366,2024-12,11,612
CUST_04313,2024-12,13,446
CUST_02535,2024-12,22,501
CUST_06289,2024-12,15,287
CUST_02375,2024-11,8,738
CUST_02613,2025-01,17,622
CUST_04385,2024-12,15,484
CUST_09854,2024-12,16,665
CUST_00224,2024-12,18,538
CUST_07396,2025-01,16,588
CUST_02800,2025-01,16,442
CUST_01280,2025-01,19,598
CUST_00521,2024-12,14,637
CUST_01618,2024-12,16,707
CUST_07806,2025-01,17,545
CUST_01601,2024-11,22,473
CUST_02306,2024-11,23,543
CUST_07822,2025-01,13,504
CUST_09407,2024-12,16,335
CUST_00942,2024-12,11,571
CUST_03931,2024-11,14,549
CUST_09345,2024-12,14,778
CUST_03749,2025-01,15,623
CUST_08452,2024-12,13,482
CUST_08581,2024-12,9,404
CUST_04740,2025-01,10,578
CUST_00407,2024-11,15,414
CUST_02043,2025-01,10,685
CUST_05272,2024-12,17,446
CUST_08758,2025-01,20,683
CUST_05757,2025-01,16,832
CUST_01979,2024-11,11,803
CUST_06164,2024-11,19,654
CUST_03838,2024-12,12,589
CUST_07140,2025-01,15,516
CUST_02315,2024-12,16,651
CUST_08292,2025-01,13,821
CUST_04756,2025-01,20,337
CUST_06796,2024-11,10,459
CUST_00032,2025-01,13,557
CUST_04331,2024-11,11,581
CUST_06890,2025-01,15,860
CUST_08523,2024-12,13,615
CUST_03516,2024-12,21,633
CUST_04581,2025-01,21,551
CUST_04215,2024-11,10,518
CUST_00157,2024-11,15,860
CUST_04945,2024-11,16,395
CUST_03628,2025-01,16,414
CUST_03782,2024-12,22,864
CUST_03821,2024-11,11,566
CUST_02688,2024-12,15,714
CUST_08884,2024-11,14,520
CUST_09243,2025-01,11,744
CUST_05044,2025-01,11,487
CUST_07846,2024-11,9,444
CUST_05385,2024-12,13,476
CUST_02098,2024-11,8,784
CUST_02156,2024-11,22,636
CUST_05454,2024-11,20,440
CUST_08325,2024-12,17,632
CUST_03750,2024-11,15,464
CUST_02127,2024-11,14,646
CUST_02385,2025-01,16,605
CUST_05600,2024-12,14,618
CUST_07031,2025-01,12,581
CUST_07456,2025-01,16,547
CUST_07762,2024-11,19,669
CUST_04197,2024-11,13,489
CUST_04426,2024-11,13,361
CUST_02278,2025-01,12,746
CUST_01474,2024-12,12,798
CUST_05989,2024-12,20,699
CUST_07488,2025-01,16,725
CUST_09240,2025-01,15,679
CUST_00415,2024-12,17,609
CUST_05507,2024-11,21,487
CUST_02166,2024-12,18,447
CUST_05782,2025-01,14,770
CUST_02378,2024-11,7,439
CUST_08853,2024-11,16,448
CUST_07293,2024-12,17,471
CUST_00288,2024-11,19,538
CUST_02600,2025-01,9,471
CUST_01725,2024-12,18,479
CUST_06053,2025-01,15,737
CUST_08766,2025-01,17,531
CUST_00716,2025-01,12,793
CUST_03412,2024-12,20,674
CUST_05323,2025-01,12,641
CUST_02393,2025-01,16,587
CUST_04080,2024-11,14,561
CUST_01012,2024-11,11,736
CUST_06248,2025-01,13,369
CUST_02360,2024-11,18,838
CUST_01946,2024-12,12,607
CUST_03512,2024-11,14,816
CUST_08118,2024-12,27,698
CUST_05599,2024-12,15,450
CUST_01351,2024-11,12,517
CUST_03075,2024-11,13,685
CUST_03904,2024-12,18,641
CUST_07860,2025-01,11,597
CUST_00527,2025-01,15,434
CUST_05647,2025-01,20,706
CUST_05160,2025-01,16,428
CUST_09473,2024-11,15,672
CUST_05485,2024-11,15,660
CUST_03279,2024-12,14,195
CUST_07410,2024-12,14,727
CUST_06732,2025-01,12,662
CUST_04016,2024-12,19,656
CUST_03936,2024-11,16,638
CUST_01044,2025-01,14,415
CUST_03439,2025-01,16,534
CUST_00312,2025-01,14,702
CUST_08507,2024-12,17,640
CUST_01890,2025-01,16,711
CUST_04221,2024-11,13,363
CUST_06978,2025-01,18,447
CUST_08687,2024-12,19,964
CUST_09172,2024-12,18,567
CUST_04839,2025-01,13,651
CUST_04795,2025-01,17,675
CUST_02028,2024-12,14,619
CUST_02907,2024-11,18,616
CUST_03143,2024-11,15,622
CUST_08919,2025-01,17,640
CUST_05390,2025-01,14,474
CUST_07574,2025-01,16,672
CUST_09659,2024-12,18,687
CUST_09306,2024-12,18,593
CUST_01677,2025-01,19,467
CUST_02043,2024-12,11,417
CUST_07681,2024-12,13,624
CUST_03114,2024-11,15,465
CUST_04166,2024-12,16,676
CUST_04853,2025-01,10,489
CUST_08095,2024-11,15,440
CUST_08298,2024-12,17,644
CUST_06599,2024-11,13,711
CUST_02341,2024-12,9,769
CUST_06319,2024-12,22,699
CUST_09322,2024-11,22,541
CUST_01109,2024-12,20,590
CUST_01250,2025-01,9,431
CUST_06472,2024-12,20,548
CUST_07408,2024-11,19,711
CUST_03073,2024-11,20,601
CUST_05370,2024-12,15,667
CUST_05545,2025-01,14,443
CUST_08272,2024-12,13,377
CUST_00915,2024-12,12,568
CUST_00261,2024-12,27,519
CUST_05514,2024-12,8,583
CUST_03319,2025-01,16,645
CUST_08150,2024-12,14,683
CUST_03040,2025-01,14,533
CUST_04903,2024-12,21,643
CUST_02662,2025-01,16,537
CUST_06958,2024-12,21,561
CUST_06241,2024-11,7,677
CUST_05264,2024-12,6,437
CUST_06937,2024-12,14,729
CUST_01972,2024-11,21,381
CUST_02174,2024-11,16,619
CUST_01327,2024-12,15,813
CUST_04890,2025-01,11,483
CUST_06722,2024-11,10,532
CUST_07314,2024-11,16,614
CUST_09031,2024-11,20,477
CUST_07248,2024-11,14,589
CUST_06726,2024-11,19,691
CUST_00547,2024-11,10,564
CUST_05729,2024-12,11,375
CUST_05552,2024-12,12,672
CUST_03876,2024-11,19,527
CUST_05881,2025-01,13,888
CUST_09517,2025-01,17,777
CUST_03791,2025-01,20,562
CUST_02871,2024-12,16,660
CUST_07542,2024-12,18,492
CUST_00574,2024-12,12,713
CUST_01101,2024-12,26,652
CUST_08221,2024-11,16,744
CUST_01375,2024-11,18,467
CUST_05234,2025-01,13,573
CUST_03948,2025-01,9,829
CUST_06874,2024-11,12,811
CUST_03804,2025-01,13,539
CUST_04464,2024-12,20,443
CUST_05845,2025-01,16,584
CUST_03731,2024-12,19,537
CUST_07525,2025-01,13,666
CUST_04397,2024-12,19,670
CUST_07887,2025-01,22,506
CUST_05790,2024-12,18,511
CUST_03750,2024-11,17,510
CUST_03134,2024-11,17,550
CUST_01299,2024-12,16,619
CUST_04606,2024-11,18,560
CUST_00886,2025-01,18,424
CUST_09750,2024-11,13,708
CUST_02046,2024-12,15,437
CUST_04890,2024-11,17,578
CUST_07002,2025-01,5,505
CUST_06601,2024-12,22,727
CUST_05967,2024-11,19,687
CUST_05527,2024-11,13,558
CUST_07894,2024-11,25,773
CUST_05896,2025-01,13,734
CUST_03457,2024-11,17,458
CUST_07557,2025-01,15,638
CUST_03298,2024-12,13,576
CUST_07502,2025-01,20,530
CUST_05276,2024-11,12,467
CUST_01526,2024-12,12,703
CUST_02150,2024-11,15,676
CUST_02156,2024-11,12,548
CUST_02794,2025-01,14,518
CUST_04243,2024-11,15,540
CUST_06826,2025-01,12,520
CUST_03042,2024-12,20,701
CUST_06695,2024-12,13,519
CUST_06892,2024-12,18,630
CUST_04091,2024-11,21,484
CUST_03234,2025-01,24,584
CUST_00435,2024-11,14,389
CUST_09649,2024-11,11,718
CUST_02372,2025-01,19,461
CUST_00111,2024-11,15,438
CUST_03034,2024-12,13,702
CUST_05574,2025-01,15,474
CUST_05888,2024-12,14,627
CUST_09288,2024-11,11,685
CUST_08174,2024-11,16,596
CUST_05049,2024-12,17,595
CUST_07360,2024-11,23,524
CUST_09488,2024-11,16,577
CUST_00957,2025-01,11,757
CUST_04831,2025-01,13,514
CUST_04968,2024-12,17,532
CUST_08285,2024-11,20,486
CUST_02766,2024-12,10,844
CUST_06825,2024-11,13,492
CUST_00667,2025-01,16,558
CUST_07923,2025-01,17,386
CUST_00514,2024-11,16,679
CUST_09435,2025-01,17,844
CUST_04289,2025-01,12,516
CUST_00811,2024-11,15,413
CUST_05707,2025-01,18,421
CUST_05849,2024-11,13,807
CUST_06072,2024-12,13,316
CUST_01520,2024-11,14,407
CUST_05749,2024-12,11,819
CUST_01478,2024-11,16,722
CUST_02001,2024-11,15,467
CUST_05818,2024-11,10,583
CUST_09223,2024-11,14,807
CUST_02138,2024-11,12,512
CUST_03069,2024-12,13,681
CUST_00350,2025-01,15,616
CUST_02305,2024-11,12,292
CUST_07208,2024-12,11,792
CUST_06870,2024-12,18,570
CUST_04791,2024-11,14,429
CUST_01264,2024-11,16,742
CUST_01557,2024-11,20,395
CUST_04960,2024-12,12,597
CUST_06388,2024-11,18,486
CUST_08977,2024-11,11,622
CUST_06734,2025-01,15,616
CUST_03906,2024-12,21,567
CUST_08057,2024-11,13,685
CUST_03433,2024-12,21,798
CUST_00665,2024-11,18,496
CUST_08752,2024-11,17,538
CUST_03657,2024-12,16,482
CUST_04148,2024-12,16,584
CUST_06903,2024-12,12,656
CUST_05299,2024-12,11,859
CUST_01542,2025-01,22,545
CUST_00717,2024-12,16,592
CUST_03139,2024-11,12,683
CUST_02920,2024-11,9,644
CUST_00654,2024-12,21,647
CUST_09323,2024-12,7,824
CUST_06328,2024-12,15,702
CUST_09967,2024-12,15,707
CUST_07890,2024-12,24,499
CUST_06733,2024-11,11,688
CUST_03811,2025-01,11,437
CUST_01749,2024-12,9,602
CUST_05817,2024-12,11,510
CUST_06111,2024-12,18,583
CUST_01081,2024-12,20,670
CUST_06774,2025-01,10,511
CUST_05363,2025-01,13,462
CUST_03201,2024-11,14,635
CUST_06998,2024-12,8,744
CUST_05331,2024-12,15,869
CUST_09271,2024-11,8,650
CUST_00290,2024-11,19,618
CUST_06960,2024-12,14,491
CUST_05738,2025-01,11,455
CUST_03423,2024-11,16,785
CUST_03499,2024-12,13,580
CUST_08173,2024-12,10,579
CUST_07804,2024-12,21,821
CUST_05568,2024-11,12,651
CUST_00843,2024-11,9,743
CUST_00913,2024-11,13,593
CUST_04439,2024-12,24,683
CUST_05667,2024-11,11,669
CUST_07896,2024-12,17,570
CUST_03990,2025-01,23,676
CUST_09168,2025-01,8,602
CUST_01200,2025-01,8,598
CUST_07389,2024-11,12,574
CUST_01648,2024-12,8,491
CUST_00121,2024-11,16,743
CUST_04370,2025-01,14,449
CUST_09151,2024-12,12,583
CUST_03815,2025-01,21,634
CUST_04407,2024-12,24,262
CUST_01352,2024-11,16,495
CUST_05222,2024-12,19,878
CUST_00687,2025-01,18,677
CUST_00855,2024-12,24,667
CUST_04436,2024-12,15,723
CUST_00021,2025-01,9,649
CUST_07317,2025-01,14,751
CUST_02004,2025-01,14,642
CUST_06712,2025-01,24,486
CUST_06813,2024-12,11,761
CUST_00969,2024-12,12,492
CUST_03778,2025-01,17,550
CUST_07334,2024-12,10,591
CUST_08536,2025-01,14,512
CUST_09921,2024-12,7,494
CUST_05580,2024-11,19,583
CUST_08077,2024-12,13,487
CUST_03331,2025-01,13,657
CUST_04295,2024-11,20,560
CUST_06148,2024-11,10,476
CUST_06443,2025-01,14,640
CUST_03307,2025-01,13,570
CUST_05866,2024-12,15,690
CUST_00539,2024-12,16,694
CUST_05271,2024-11,19,614
CUST_07172,2024-12,15,983
CUST_01488,2024-12,13,693
CUST_00285,2024-12,16,696
CUST_05733,2024-11,17,461
CUST_06482,2024-12,19,489
CUST_01237,2024-12,13,678
CUST_00112,2025-01,14,540
CUST_04433,2024-11,15,767
CUST_08281,2025-01,18,507
CUST_06926,2024-11,20,410
CUST_09691,2025-01,7,383
CUST_01053,2025-01,15,796
CUST_01563,2025-01,15,668
CUST_08548,2025-01,20,683
CUST_03726,2024-12,14,549
CUST_06689,2024-12,17,369
CUST_04554,2024-12,19,489
CUST_08662,2025-01,20,498
CUST_02914,2024-11,10,464
CUST_02986,2024-11,17,553
CUST_02620,2025-01,15,478
CUST_07169,2025-01,18,637
CUST_09333,2024-12,14,459
CUST_04403,2025-01,18,529
CUST_04659,2024-12,12,654
CUST_01038,2024-12,15,629
CUST_06567,2025-01,18,591
CUST_00054,2024-11,23,495
CUST_08113,2024-11,20,495
CUST_09493,2025-01,13,545
CUST_07412,2024-12,14,508
CUST_07125,2024-12,15,684
CUST_03467,2024-11,17,771
CUST_01494,2024-12,12,624
CUST_04133,2024-11,17,462
CUST_03703,2025-01,10,694
CUST_04865,2025-01,13,652
CUST_00182,2024-12,13,563
CUST_01236,2025-01,9,673
CUST_08812,2025-01,20,716
CUST_09736,2024-12,15,814
CUST_04127,2024-12,17,460
CUST_00234,2024-11,9,516
CUST_00072,2025-01,17,624
CUST_05767,2025-01,15,587
CUST_01789,2024-12,13,702
CUST_08819,2025-01,15,417
CUST_08859,2024-11,17,663
CUST_04023,2024-11,20,646
CUST_08785,2024-12,13,572
CUST_02260,2025-01,19,578
CUST_04262,2024-11,11,879
CUST_07388,2025-01,14,542
CUST_06545,2024-12,6,463
CUST_06934,2024-12,13,552
CUST_07456,2025-01,13,650
CUST_09160,2024-11,19,761
CUST_08370,2024-12,25,679
CUST_06314,2025-01,14,670
CUST_06117,2025-01,14,516
CUST_02051,2024-11,20,666
CUST_04431,2024-12,15,613
CUST_08386,2025-01,13,747
CUST_02940,2024-12,20,622
CUST_03628,2024-12,14,716
CUST_07634,2024-12,10,748
CUST_05463,2025-01,14,749
CUST_09423,2025-01,16,565
CUST_03698,2024-11,11,664
CUST_01959,2024-11,13,526
CUST_01526,2024-12,9,574
CUST_07839,2025-01,15,320
CUST_06929,2024-12,18,687
CUST_03519,2025-01,8,679
CUST_01695,2025-01,19,614
CUST_05896,2024-12,16,652
CUST_07990,2024-11,18,443
CUST_06466,2025-01,11,539
CUST_00376,2024-12,13,502
CUST_00778,2024-11,21,392
CUST_05275,2024-11,15,763
CUST_03343,2025-01,8,709
CUST_05992,2024-12,14,553
CUST_03595,2024-11,10,618
CUST_02499,2025-01,11,727
CUST_00586,2024-12,12,597
CUST_07489,2025-01,13,726
CUST_09246,2024-12,14,471
CUST_02999,2025-01,17,565
CUST_06744,2025-01,14,577
CUST_08801,2024-12,20,504
CUST_08998,2025-01,11,741
CUST_02483,2024-12,10,505
CUST_05795,2024-11,15,500
CUST_07909,2024-11,18,384
CUST_02699,2025-01,12,612
CUST_07484,2024-12,16,602
CUST_09543,2024-11,10,418
CUST_00108,2024-12,15,759
CUST_08717,2024-11,14,473
CUST_01498,2024-12,7,690
CUST_06097,2024-12,21,603
CUST_09141,2024-11,16,618
CUST_01667,2024-11,15,793
CUST_03184,2025-01,17,755
CUST_07453,2024-12,17,654
CUST_04947,2025-01,11,704
CUST_08797,2024-11,10,693
CUST_09816,2024-11,13,581
CUST_04917,2024-12,18,530
CUST_07428,2024-12,18,374
CUST_06861,2024-11,13,519
CUST_04402,2025-01,14,594
CUST_01057,2024-12,18,344
CUST_06312,2024-12,17,498
CUST_01368,2025-01,16,537
CUST_08102,2024-11,16,553
CUST_05738,2024-11,17,866
CUST_09863,2024-11,15,839
CUST_04633,2024-11,13,719
CUST_03738,2025-01,16,800
CUST_09119,2024-11,10,634
CUST_03625,2024-12,22,741
CUST_05200,2024-12,22,659
CUST_02736,2024-12,14,564
CUST_08896,2025-01,15,568
CUST_08474,2025-01,21,655
CUST_03683,2024-12,14,583
CUST_00970,2024-11,20,467
CUST_00488,2024-11,17,516
CUST_07461,2024-11,23,711
CUST_08361,2024-11,21,690
CUST_07150,2024-12,19,467
CUST_09784,2024-11,12,734
CUST_08757,2025-01,13,670
CUST_09609,2024-11,13,600
CUST_07355,2024-11,17,742
CUST_08576,2024-12,15,531
CUST_03135,2024-11,18,755
CUST_04176,2024-12,17,346
CUST_06923,2024-12,11,549
CUST_03256,2024-11,15,587
CUST_07512,2024-12,13,543
CUST_08429,2025-01,18,529
CUST_07463,2024-12,18,703
CUST_06442,2024-12,12,758
CUST_04832,2024-11,15,579
CUST_02576,2024-11,13,576
CUST_02071,2024-12,12,785
CUST_08523,2025-01,12,600
CUST_03129,2025-01,15,576
CUST_04284,2024-12,17,454
CUST_03535,2024-12,13,605
CUST_06365,2024-12,13,730
CUST_00352,2024-12,12,625
CUST_03122,2024-11,12,626
CUST_05207,2024-12,20,698
CUST_02031,2024-12,10,677
CUST_09051,2025-01,20,404
CUST_02926,2024-12,21,584
CUST_05825,2024-12,13,904
CUST_04044,2024-12,8,637
CUST_07881,2024-12,11,688
CUST_07591,2024-12,18,450
CUST_04620,2025-01,13,426
CUST_01170,2024-11,9,546
CUST_05640,2024-11,13,460
CUST_04917,2025-01,12,378
CUST_05245,2024-12,14,472
CUST_09797,2025-01,15,540
CUST_07306,2024-12,4,580
CUST_05801,2024-11,16,265
CUST_06745,2024-11,14,648
CUST_08263,2024-11,9,764
CUST_02292,2024-12,9,784
CUST_04674,2024-12,18,410
CUST_09425,2025-01,15,397
CUST_00193,2024-12,13,720
CUST_08921,2024-12,14,726
CUST_08227,2024-11,16,679
CUST_05197,2024-12,19,307
CUST_07188,2025-01,6,579
CUST_08436,2025-01,17,437
CUST_03466,2024-11,18,542
CUST_05212,2024-12,15,622
CUST_08120,2024-11,10,470
CUST_05945,2024-11,14,504
CUST_05495,2025-01,21,669
CUST_06319,2024-11,17,759
CUST_01781,2024-11,8,819
CUST_09407,2025-01,14,705
CUST_00615,2024-11,19,712
CUST_04163,2024-11,17,667
CUST_05274,2024-12,16,575
CUST_08645,2024-12,26,528
CUST_01531,2024-12,12,653
CUST_04561,2024-12,7,834
CUST_06571,2025-01,15,563
CUST_01775,2025-01,6,642
CUST_07136,2024-12,7,680
CUST_09341,2024-11,22,481
CUST_03706,2024-11,13,586
CUST_05155,2024-11,15,638
CUST_07405,2024-12,9,787
CUST_05346,2024-11,16,601
CUST_00082,2025-01,16,663
CUST_09715,2024-12,10,496
CUST_06794,2024-12,17,506
CUST_04936,2024-11,12,706
CUST_01107,2024-12,15,773
CUST_02074,2024-11,12,641
CUST_07737,2024-12,11,538
CUST_04474,2024-11,11,512
CUST_08572,2024-11,12,699
CUST_00636,2024-11,17,619
CUST_00799,2024-11,14,354
CUST_04012,2024-11,14,455
CUST_00282,2025-01,10,566
CUST_04309,2025-01,8,738
CUST_09371,2024-11,12,603
CUST_02046,2025-01,21,474
CUST_06673,2024-11,15,322
CUST_00854,2024-11,16,651
CUST_00616,2025-01,22,523
CUST_03230,2025-01,12,659
CUST_02088,2024-11,19,494
CUST_03873,2025-01,14,684
CUST_07672,2024-12,17,787
CUST_04614,2025-01,15,804
CUST_09220,2024-11,16,525
CUST_01044,2024-12,18,351
CUST_00645,2025-01,14,538
CUST_00940,2025-01,7,509
CUST_00342,2025-01,10,510
CUST_01666,2025-01,12,537
CUST_02464,2025-01,13,695
CUST_00037,2024-11,18,447
CUST_04431,2025-01,15,672
CUST_00250,2024-12,12,599
CUST_05007,2025-01,5,631
CUST_07238,2025-01,24,608
CUST_00263,2024-11,21,627
CUST_06527,2024-11,10,822
CUST_05886,2024-12,15,545
CUST_09606,2024-11,24,558
CUST_05105,2024-12,18,540
CUST_01621,2025-01,14,735
CUST_01753,2024-11,9,643
CUST_08753,2025-01,21,377
CUST_03582,2025-01,20,577
CUST_01157,2024-11,16,651
CUST_05508,2024-11,17,442
CUST_09957,2024-11,18,797
CUST_04156,2025-01,17,635
CUST_03835,2024-11,18,732
CUST_05861,2024-12,18,617
CUST_03103,2024-12,15,462
CUST_04752,2024-11,20,533
CUST_01045,2024-12,11,485
CUST_08015,2024-11,15,366
CUST_02857,2025-01,12,725
CUST_01102,2024-12,13,838
CUST_07303,2024-12,15,778
CUST_06445,2024-12,14,588
CUST_06002,2024-12,16,617
CUST_08578,2024-12,15,683
CUST_01612,2025-01,19,814
CUST_01565,2024-12,12,659
CUST_03355,2024-11,12,380
CUST_02507,2024-12,9,575
CUST_02200,2024-11,11,413
CUST_04004,2024-11,10,777
CUST_05810,2025-01,18,574
CUST_08998,2024-12,11,572
CUST_03783,2025-01,11,449
CUST_00640,2024-12,16,551
CUST_05925,2024-12,13,691
CUST_04086,2025-01,16,509
CUST_02099,2025-01,16,610
CUST_07867,2024-11,11,552
CUST_07898,2024-11,12,519
CUST_08433,2024-11,15,565
CUST_05789,2025-01,9,533
CUST_03749,2024-12,23,623
CUST_04746,2024-11,15,484
CUST_09626,2025-01,16,677
CUST_07195,2024-11,14,421
CUST_01433,2024-12,26,467
CUST_06502,2025-01,14,591
CUST_09631,2025-01,14,601
CUST_04277,2024-12,19,635
CUST_04887,2025-01,13,678
CUST_08103,2025-01,16,640
CUST_05933,2025-01,15,517
CUST_07507,2024-11,13,475
CUST_04448,2024-12,15,595
CUST_08668,2024-11,18,590
CUST_09510,2024-12,15,704
CUST_05328,2025-01,15,671
CUST_05194,2024-12,17,620
CUST_05350,2025-01,10,459
CUST_05696,2025-01,12,620
CUST_03657,2024-12,17,555
CUST_09480,2025-01,9,667
CUST_00268,2024-11,17,557
CUST_02935,2024-12,16,471
CUST_09213,2024-12,12,494
CUST_00089,2024-12,11,530
CUST_01925,2025-01,21,431
CUST_03247,2024-11,6,401
CUST_01148,2024-12,13,731
CUST_09794,2025-01,18,593
CUST_05297,2024-11,9,506
CUST_09994,2025-01,17,616
CUST_08196,2025-01,16,362
CUST_05932,2024-11,19,467
CUST_03061,2025-01,14,420
CUST_00430,2024-11,20,454
CUST_08581,2024-12,16,601
CUST_08015,2024-12,18,561
CUST_03542,2024-11,23,563
CUST_01373,2025-01,14,472
CUST_04839,2024-12,19,529
CUST_04179,2024-11,13,677
CUST_00452,2024-11,16,528
CUST_08514,2025-01,12,651
CUST_04014,2025-01,17,620
CUST_06049,2024-12,19,520
CUST_05658,2024-12,11,534
CUST_09320,2024-12,20,502
CUST_09301,2025-01,11,445
CUST_02550,2024-12,12,531
CUST_08697,2024-11,15,603
CUST_07028,2024-11,14,583
CUST_09371,2024-12,11,729
CUST_00495,2025-01,19,662
CUST_05036,2024-12,17,564
CUST_07137,2024-11,17,611
CUST_00385,2024-12,22,596
CUST_03614,2024-11,8,433
CUST_04771,2025-01,22,561
CUST_07280,2024-11,19,635
CUST_01896,2024-12,9,674
CUST_07008,2025-01,15,599
CUST_03517,2025-01,9,640
CUST_00810,2025-01,13,593
CUST_00882,2024-12,14,661
CUST_09594,2024-11,13,524
CUST_03794,2024-12,12,369
CUST_09480,2024-11,14,664
CUST_05307,2025-01,13,712
CUST_09089,2024-11,11,712
CUST_08121,2025-01,15,479
CUST_09408,2025-01,17,629
CUST_05229,2025-01,16,330
CUST_02955,2025-01,12,622
CUST_02953,2024-12,16,739
CUST_03570,2024-11,13,683
CUST_05742,2024-12,11,388
CUST_05184,2025-01,16,501
CUST_01088,2024-11,13,697
CUST_00316,2024-11,15,441
CUST_06238,2024-11,14,768
CUST_07970,2024-12,19,690
CUST_00394,2024-11,19,792
CUST_05315,2024-11,14,705
CUST_09765,2024-11,10,646
CUST_01062,2024-11,21,639
CUST_02423,2025-01,11,805
CUST_04551,2024-11,18,415
CUST_04371,2025-01,14,526
CUST_05674,2024-11,12,614
CUST_03581,2024-11,15,625
CUST_06548,2024-12,11,506
CUST_04258,2024-12,12,641
CUST_09834,2024-12,15,782
CUST_04895,2024-11,9,553
CUST_06947,2025-01,12,533
CUST_07784,2024-12,14,690
CUST_07236,2024-12,18,775
