payment_id,customer_id,amount,status
PAY_03175,CUST_04043,75.71,Success
PAY_03176,CUST_03099,69.64,Success
PAY_03177,CUST_09150,69.4,Success
PAY_03178,CUST_06762,81.35,Success
PAY_03179,CUST_07919,91.25,Success
PAY_03180,CUST_02697,111.82,Success
PAY_03181,CUST_08239,71.41,Success
PAY_03182,CUST_09280,82.06,Success
PAY_03183,CUST_04445,136.38,Success
PAY_03184,CUST_03281,103.98,Success
PAY_03185,CUST_04775,71.02,Success
PAY_03186,CUST_01341,86.29,Success
PAY_03187,CUST_00132,80.66,Success
PAY_03188,CUST_06834,105.59,Success
PAY_03189,CUST_09051,71.24,Success
PAY_03190,CUST_01087,48.35,Success
PAY_03191,CUST_09456,104.87,Success
PAY_03192,CUST_08870,119.45,Success
PAY_03193,CUST_06351,86.53,Success
PAY_03194,CUST_01521,92.17,Success
PAY_03195,CUST_06545,100.26,Success
PAY_03196,CUST_09290,76.23,Success
PAY_03197,CUST_00739,77.08,Success
PAY_03198,CUST_09405,73.45,Success
PAY_03199,CUST_07530,107.37,Success
PAY_03200,CUST_01427,75.1,Failed
PAY_03201,CUST_05817,79.44,Success
PAY_03202,CUST_02301,89.29,Success
PAY_03203,CUST_09440,116.48,Success
PAY_03204,CUST_03588,100.07,Success
PAY_03205,CUST_02302,73.42,Success
PAY_03206,CUST_07272,149.39,Success
PAY_03207,CUST_04591,78.62,Success
PAY_03208,CUST_02565,89.14,Success
PAY_03209,CUST_06844,77.61,Success
PAY_03210,CUST_06694,46.45,Success
PAY_03211,CUST_08612,120.67,Success
PAY_03212,CUST_05578,101.46,Success
PAY_03213,CUST_03431,92.96,Success
PAY_03214,CUST_01607,127.26,Success
PAY_03215,CUST_05175,83.59,Success
PAY_03216,CUST_00109,86.33,Success
PAY_03217,CUST_08105,116.93,Success
PAY_03218,CUST_01698,82.51,Failed
PAY_03219,CUST_06055,80.35,Success
PAY_03220,CUST_03977,45.61,Success
PAY_03221,CUST_08253,74.96,Success
PAY_03222,CUST_01016,101.85,Success
PAY_03223,CUST_06462,100.35,Success
PAY_03224,CUST_00383,60.95,Success
PAY_03225,CUST_05636,91.01,Success
PAY_03226,CUST_03707,68.13,Success
PAY_03227,CUST_08635,109.02,Success
PAY_03228,CUST_06606,73.76,Success
PAY_03229,CUST_07720,83.5,Success
PAY_03230,CUST_08105,83.02,Success
PAY_03231,CUST_08178,75.71,Success
PAY_03232,CUST_01150,79.88,Success
PAY_03233,CUST_06397,88.98,Success
PAY_03234,CUST_05026,91.82,Success
PAY_03235,CUST_08237,63.6,Success
PAY_03236,CUST_01113,98.83,Success
PAY_03237,CUST_08534,118.7,Success
PAY_03238,CUST_08089,74.35,Success
PAY_03239,CUST_04540,35.15,Success
PAY_03240,CUST_07019,75.74,Success
PAY_03241,CUST_09034,93.2,Failed
PAY_03242,CUST_06018,97.73,Success
PAY_03243,CUST_05265,80.81,Success
PAY_03244,CUST_03657,107.99,Success
PAY_03245,CUST_08526,103.65,Success
PAY_03246,CUST_02811,100.57,Success
PAY_03247,CUST_07931,107.26,Success
PAY_03248,CUST_02336,39.41,Success
PAY_03249,CUST_01226,75.44,Success
PAY_03250,CUST_01642,69.39,Success
PAY_03251,CUST_06295,105.07,Success
PAY_03252,CUST_05472,75.02,Success
PAY_03253,CUST_01344,112.83,Success
PAY_03254,CUST_02778,89.59,Failed
PAY_03255,CUST_05047,59.94,Success
PAY_03256,CUST_09420,88.4,Success
PAY_03257,CUST_03259,109.52,Success
PAY_03258,CUST_03467,66.66,Success
PAY_03259,CUST_04247,90.61,Success
PAY_03260,CUST_07152,110.06,Success
PAY_03261,CUST_02943,68.11,Failed
PAY_03262,CUST_03602,82.52,Success
PAY_03263,CUST_06595,69.69,Success
PAY_03264,CUST_09666,70.52,Success
PAY_03265,CUST_09801,77.96,Success
PAY_03266,CUST_02464,78.74,Success
PAY_03267,CUST_03852,64.92,Success
PAY_03268,CUST_08746,86.51,Success
PAY_03269,CUST_08184,90.52,Success
PAY_03270,CUST_08579,86.08,Success
PAY_03271,CUST_04594,54.5,Success
PAY_03272,CUST_01585,70.55,Success
PAY_03273,CUST_05536,117.51,Success
PAY_03274,CUST_03519,75.92,Success
PAY_03275,CUST_08007,80.31,Success
PAY_03276,CUST_01681,62.88,Success
PAY_03277,CUST_03678,56.55,Success
PAY_03278,CUST_04967,86.22,Success
PAY_03279,CUST_04650,63.31,Success
PAY_03280,CUST_03783,54.45,Success
PAY_03281,CUST_08915,91.75,Success
PAY_03282,CUST_06852,91.15,Success
PAY_03283,CUST_02289,58.44,Success
PAY_03284,CUST_05061,73.08,Success
PAY_03285,CUST_05932,93.07,Success
PAY_03286,CUST_03756,117.38,Success
PAY_03287,CUST_02176,85.05,Success
PAY_03288,CUST_03725,49.2,Success
PAY_03289,CUST_04581,86.55,Success
PAY_03290,CUST_03473,94.3,Success
PAY_03291,CUST_07211,82.22,Success
PAY_03292,CUST_06448,42.53,Success
PAY_03293,CUST_08376,76.0,Failed
PAY_03294,CUST_02277,75.82,Success
PAY_03295,CUST_05948,77.89,Success
PAY_03296,CUST_05086,77.94,Success
PAY_03297,CUST_08639,71.04,Success
PAY_03298,CUST_09501,78.09,Success
PAY_03299,CUST_05820,94.17,Success
PAY_03300,CUST_01785,73.67,Success
PAY_03301,CUST_05536,105.36,Success
PAY_03302,CUST_09062,77.13,Success
PAY_03303,CUST_06229,84.81,Success
PAY_03304,CUST_04713,121.14,Success
PAY_03305,CUST_06365,83.95,Success
PAY_03306,CUST_07141,97.89,Success
PAY_03307,CUST_04896,100.94,Success
PAY_03308,CUST_06128,106.15,Success
PAY_03309,CUST_08461,68.01,Success
PAY_03310,CUST_04946,97.91,Success
PAY_03311,CUST_04019,58.72,Success
PAY_03312,CUST_00811,75.48,Success
PAY_03313,CUST_07221,66.53,Success
PAY_03314,CUST_07767,71.62,Success
PAY_03315,CUST_09571,69.43,Success
PAY_03316,CUST_07463,103.62,Success
PAY_03317,CUST_08942,76.79,Success
PAY_03318,CUST_08817,47.62,Success
PAY_03319,CUST_03500,91.01,Failed
PAY_03320,CUST_04109,49.56,Success
PAY_03321,CUST_07686,42.88,Success
PAY_03322,CUST_01348,102.94,Success
PAY_03323,CUST_03864,68.28,Success
PAY_03324,CUST_01631,74.55,Success
PAY_03325,CUST_07105,64.1,Failed
PAY_03326,CUST_00444,88.54,Failed
PAY_03327,CUST_05451,85.33,Success
PAY_03328,CUST_04615,74.02,Success
PAY_03329,CUST_08308,62.33,Success
PAY_03330,CUST_07331,96.79,Success
PAY_03331,CUST_03743,89.34,Success
PAY_03332,CUST_00206,82.28,Success
PAY_03333,CUST_04912,66.62,Success
PAY_03334,CUST_06981,57.13,Success
PAY_03335,CUST_07577,104.49,Success
PAY_03336,CUST_09063,60.58,Success
PAY_03337,CUST_06843,93.4,Success
PAY_03338,CUST_06299,79.23,Success
PAY_03339,CUST_05643,58.28,Success
PAY_03340,CUST_05807,36.28,Success
PAY_03341,CUST_05882,49.76,Success
PAY_03342,CUST_00776,92.92,Success
PAY_03343,CUST_02121,44.09,Success
PAY_03344,CUST_03663,78.18,Success
PAY_03345,CUST_03855,66.2,Success
PAY_03346,CUST_09578,68.13,Success
PAY_03347,CUST_04748,59.89,Success
PAY_03348,CUST_02848,62.49,Success
PAY_03349,CUST_02919,54.07,Success
PAY_03350,CUST_00543,109.19,Success
PAY_03351,CUST_03662,119.74,Success
PAY_03352,CUST_07976,116.06,Success
PAY_03353,CUST_08929,43.72,Success
PAY_03354,CUST_01679,96.76,Success
PAY_03355,CUST_07692,105.83,Success
PAY_03356,CUST_02016,85.51,Success
PAY_03357,CUST_02244,63.48,Success
PAY_03358,CUST_01103,90.9,Success
PAY_03359,CUST_05452,82.41,Success
PAY_03360,CUST_02896,100.51,Success
PAY_03361,CUST_02459,92.83,Success
PAY_03362,CUST_01497,61.07,Failed
PAY_03363,CUST_09539,98.94,Success
PAY_03364,CUST_02948,79.76,Success
PAY_03365,CUST_07199,91.0,Success
PAY_03366,CUST_09897,110.25,Success
PAY_03367,CUST_02696,56.82,Success
PAY_03368,CUST_07308,52.41,Success
PAY_03369,CUST_08942,76.73,Success
PAY_03370,CUST_07863,63.81,Success
PAY_03371,CUST_03948,77.88,Success
PAY_03372,CUST_02751,76.08,Success
PAY_03373,CUST_06611,79.22,Success
PAY_03374,CUST_08449,101.02,Success
PAY_03375,CUST_06030,95.64,Success
PAY_03376,CUST_02632,84.73,Success
PAY_03377,CUST_05528,57.33,Success
PAY_03378,CUST_04811,63.09,Success
PAY_03379,CUST_06020,90.27,Success
PAY_03380,CUST_06822,95.98,Success
PAY_03381,CUST_03698,90.9,Success
PAY_03382,CUST_00413,90.86,Success
PAY_03383,CUST_02396,107.28,Success
PAY_03384,CUST_09648,111.75,Failed
PAY_03385,CUST_05148,109.88,Success
PAY_03386,CUST_05086,129.87,Success
PAY_03387,CUST_00152,75.19,Success
PAY_03388,CUST_04016,82.07,Success
PAY_03389,CUST_06906,68.4,Success
PAY_03390,CUST_02284,56.36,Success
PAY_03391,CUST_08407,86.15,Success
PAY_03392,CUST_05564,27.43,Success
PAY_03393,CUST_01695,83.93,Success
PAY_03394,CUST_02501,100.29,Success
PAY_03395,CUST_01677,84.51,Success
PAY_03396,CUST_08747,66.6,Success
PAY_03397,CUST_04859,84.72,Success
PAY_03398,CUST_05099,58.03,Success
PAY_03399,CUST_04647,65.48,Success
PAY_03400,CUST_09983,104.62,Success
PAY_03401,CUST_04107,73.2,Success
PAY_03402,CUST_07581,108.39,Success
PAY_03403,CUST_04277,114.15,Success
PAY_03404,CUST_07683,85.32,Success
PAY_03405,CUST_06391,90.69,Success
PAY_03406,CUST_09851,83.44,Success
PAY_03407,CUST_03096,98.36,Success
PAY_03408,CUST_07945,91.0,Success
PAY_03409,CUST_01609,53.87,Success
PAY_03410,CUST_04468,74.95,Success
PAY_03411,CUST_05844,106.57,Success
PAY_03412,CUST_01700,23.19,Success
PAY_03413,CUST_07188,83.15,Success
PAY_03414,CUST_08245,130.16,Success
PAY_03415,CUST_04753,82.87,Failed
PAY_03416,CUST_02145,49.44,Success
PAY_03417,CUST_07071,97.34,Success
PAY_03418,CUST_07074,88.8,Success
PAY_03419,CUST_03803,64.84,Success
PAY_03420,CUST_08273,55.13,Success
PAY_03421,CUST_02537,83.78,Success
PAY_03422,CUST_09817,76.91,Success
PAY_03423,CUST_07955,89.47,Success
PAY_03424,CUST_06009,74.44,Success
PAY_03425,CUST_09702,58.27,Success
PAY_03426,CUST_01238,106.56,Success
PAY_03427,CUST_02323,82.76,Success
PAY_03428,CUST_05163,94.12,Success
PAY_03429,CUST_02802,82.26,Success
PAY_03430,CUST_08937,75.64,Success
PAY_03431,CUST_00332,90.24,Success
PAY_03432,CUST_03019,114.76,Success
PAY_03433,CUST_04994,57.32,Success
PAY_03434,CUST_02763,84.13,Success
PAY_03435,CUST_08752,66.85,Success
PAY_03436,CUST_06127,82.7,Success
PAY_03437,CUST_05653,94.74,Success
PAY_03438,CUST_03024,88.99,Success
PAY_03439,CUST_05954,81.4,Success
PAY_03440,CUST_08572,88.5,Success
PAY_03441,CUST_09285,83.64,Success
PAY_03442,CUST_06760,77.36,Success
PAY_03443,CUST_00897,83.01,Success
PAY_03444,CUST_08099,78.98,Success
PAY_03445,CUST_07817,82.32,Success
PAY_03446,CUST_06705,48.8,Success
PAY_03447,CUST_06684,54.79,Success
PAY_03448,CUST_08523,65.49,Success
PAY_03449,CUST_04527,89.67,Success
PAY_03450,CUST_04585,93.09,Success
PAY_03451,CUST_03876,36.04,Success
PAY_03452,CUST_07637,70.61,Success
PAY_03453,CUST_01977,70.11,Success
PAY_03454,CUST_06146,76.2,Success
PAY_03455,CUST_05407,94.91,Success
PAY_03456,CUST_08776,99.7,Success
PAY_03457,CUST_07528,101.64,Success
PAY_03458,CUST_05910,65.73,Success
PAY_03459,CUST_09015,92.23,Success
PAY_03460,CUST_06150,77.16,Success
PAY_03461,CUST_09286,89.44,Success
PAY_03462,CUST_00434,59.32,Success
PAY_03463,CUST_07842,47.01,Success
PAY_03464,CUST_00145,107.67,Success
PAY_03465,CUST_00036,59.98,Success
PAY_03466,CUST_00643,84.7,Success
PAY_03467,CUST_07413,81.42,Success
PAY_03468,CUST_01694,84.65,Success
PAY_03469,CUST_00284,71.81,Success
PAY_03470,CUST_06792,105.04,Success
PAY_03471,CUST_05495,68.58,Success
PAY_03472,CUST_00797,62.06,Success
PAY_03473,CUST_08764,73.44,Success
PAY_03474,CUST_00701,89.22,Success
PAY_03475,CUST_05093,70.74,Success
PAY_03476,CUST_05214,79.36,Success
PAY_03477,CUST_00034,59.76,Success
PAY_03478,CUST_08617,87.95,Success
PAY_03479,CUST_07790,99.47,Success
PAY_03480,CUST_03977,90.29,Success
PAY_03481,CUST_06893,59.37,Success
PAY_03482,CUST_06013,86.14,Success
PAY_03483,CUST_08231,96.13,Success
PAY_03484,CUST_09696,61.46,Success
PAY_03485,CUST_03957,63.2,Success
PAY_03486,CUST_01658,80.28,Success
PAY_03487,CUST_07910,106.57,Failed
PAY_03488,CUST_01180,118.54,Success
PAY_03489,CUST_00943,68.33,Success
PAY_03490,CUST_07308,59.66,Success
PAY_03491,CUST_01110,60.01,Success
PAY_03492,CUST_08839,75.11,Success
PAY_03493,CUST_06601,76.25,Success
PAY_03494,CUST_01980,73.88,Success
PAY_03495,CUST_07775,74.92,Success
PAY_03496,CUST_06698,71.32,Success
PAY_03497,CUST_07978,49.89,Success
PAY_03498,CUST_04684,69.49,Success
PAY_03499,CUST_03546,32.55,Success
PAY_03500,CUST_06311,101.69,Success
PAY_03501,CUST_00662,109.74,Success
PAY_03502,CUST_03327,77.08,Success
PAY_03503,CUST_09656,41.86,Failed
PAY_03504,CUST_06545,78.27,Success
PAY_03505,CUST_05324,84.84,Success
PAY_03506,CUST_00791,69.38,Success
PAY_03507,CUST_05015,95.02,Success
PAY_03508,CUST_01746,86.73,Success
PAY_03509,CUST_06563,73.85,Success
PAY_03510,CUST_07997,101.52,Success
PAY_03511,CUST_02600,87.57,Success
PAY_03512,CUST_08562,61.05,Success
PAY_03513,CUST_01455,41.79,Success
PAY_03514,CUST_06769,108.16,Success
PAY_03515,CUST_06042,61.23,Success
PAY_03516,CUST_05458,109.41,Success
PAY_03517,CUST_02664,56.16,Success
PAY_03518,CUST_07191,86.53,Success
PAY_03519,CUST_03271,81.03,Success
PAY_03520,CUST_03995,86.81,Success
PAY_03521,CUST_03672,60.38,Success
PAY_03522,CUST_00329,112.6,Success
PAY_03523,CUST_05437,30.0,Success
PAY_03524,CUST_09762,75.19,Failed
PAY_03525,CUST_00468,101.98,Success
PAY_03526,CUST_05285,57.56,Success
PAY_03527,CUST_03096,80.57,Success
PAY_03528,CUST_01474,67.66,Success
PAY_03529,CUST_06777,83.1,Success
PAY_03530,CUST_09072,98.27,Success
PAY_03531,CUST_07577,60.49,Success
PAY_03532,CUST_03155,72.3,Success
PAY_03533,CUST_05131,80.54,Success
PAY_03534,CUST_08265,75.61,Success
PAY_03535,CUST_02848,80.61,Success
PAY_03536,CUST_00625,68.0,Success
PAY_03537,CUST_09590,62.12,Success
PAY_03538,CUST_04246,93.19,Success
PAY_03539,CUST_09086,83.97,Success
PAY_03540,CUST_09912,140.7,Success
PAY_03541,CUST_06400,53.81,Success
PAY_03542,CUST_07082,61.82,Success
PAY_03543,CUST_03917,95.41,Success
PAY_03544,CUST_01631,85.97,Success
PAY_03545,CUST_09334,110.57,Success
PAY_03546,CUST_00041,89.78,Success
PAY_03547,CUST_02370,74.44,Success
PAY_03548,CUST_08116,94.17,Success
PAY_03549,CUST_07951,81.31,Success
PAY_03550,CUST_05685,68.78,Success
PAY_03551,CUST_09080,68.97,Success
PAY_03552,CUST_01113,67.16,Success
PAY_03553,CUST_01347,75.61,Success
PAY_03554,CUST_02633,54.27,Success
PAY_03555,CUST_08184,57.38,Success
PAY_03556,CUST_09086,55.77,Success
PAY_03557,CUST_05233,93.57,Success
PAY_03558,CUST_03364,112.84,Success
PAY_03559,CUST_03896,87.59,Success
PAY_03560,CUST_05372,77.35,Success
PAY_03561,CUST_00674,75.12,Success
PAY_03562,CUST_05137,35.36,Success
PAY_03563,CUST_09311,48.58,Success
PAY_03564,CUST_09901,76.24,Success
PAY_03565,CUST_05258,77.75,Success
PAY_03566,CUST_05543,76.65,Failed
PAY_03567,CUST_04873,68.9,Success
PAY_03568,CUST_01540,78.41,Success
PAY_03569,CUST_06759,67.41,Success
PAY_03570,CUST_09633,70.93,Success
PAY_03571,CUST_06487,124.27,Success
PAY_03572,CUST_03963,84.89,Success
PAY_03573,CUST_07336,90.17,Success
PAY_03574,CUST_05355,149.02,Success
PAY_03575,CUST_07844,127.29,Success
PAY_03576,CUST_08812,101.7,Success
PAY_03577,CUST_08965,34.88,Success
PAY_03578,CUST_01694,76.35,Success
PAY_03579,CUST_01662,95.12,Success
PAY_03580,CUST_09796,91.63,Success
PAY_03581,CUST_02753,83.09,Success
PAY_03582,CUST_01170,109.39,Success
PAY_03583,CUST_06595,69.08,Success
PAY_03584,CUST_04029,67.57,Success
PAY_03585,CUST_05822,81.46,Success
PAY_03586,CUST_05961,80.54,Success
PAY_03587,CUST_07215,78.95,Failed
PAY_03588,CUST_09611,106.3,Success
PAY_03589,CUST_04690,76.84,Success
PAY_03590,CUST_09171,87.38,Success
PAY_03591,CUST_05789,74.34,Success
PAY_03592,CUST_01797,41.49,Success
PAY_03593,CUST_00260,96.23,Success
PAY_03594,CUST_01345,100.98,Success
PAY_03595,CUST_05278,83.59,Success
PAY_03596,CUST_05912,100.2,Failed
PAY_03597,CUST_06151,49.94,Success
PAY_03598,CUST_01991,90.77,Success
PAY_03599,CUST_01925,92.14,Success
PAY_03600,CUST_05698,76.06,Success
PAY_03601,CUST_03329,99.7,Success
PAY_03602,CUST_03446,83.76,Success
PAY_03603,CUST_03039,104.51,Success
PAY_03604,CUST_06410,90.33,Success
PAY_03605,CUST_05236,77.59,Success
PAY_03606,CUST_02142,109.0,Success
PAY_03607,CUST_00330,74.76,Failed
PAY_03608,CUST_05421,70.7,Success
PAY_03609,CUST_00937,86.63,Success
PAY_03610,CUST_01423,91.9,Success
PAY_03611,CUST_08574,83.56,Success
PAY_03612,CUST_01567,133.7,Success
PAY_03613,CUST_09725,94.17,Success
PAY_03614,CUST_03057,83.57,Success
PAY_03615,CUST_09616,94.19,Success
PAY_03616,CUST_00234,78.03,Success
PAY_03617,CUST_00948,75.3,Success
PAY_03618,CUST_03495,75.68,Success
PAY_03619,CUST_05277,89.23,Success
PAY_03620,CUST_07672,79.24,Failed
PAY_03621,CUST_09742,110.53,Success
PAY_03622,CUST_09214,99.66,Success
PAY_03623,CUST_08249,130.76,Success
PAY_03624,CUST_09570,81.44,Success
PAY_03625,CUST_04431,50.78,Success
PAY_03626,CUST_08881,120.61,Success
PAY_03627,CUST_09506,71.34,Success
PAY_03628,CUST_09967,106.97,Success
PAY_03629,CUST_02971,105.38,Success
PAY_03630,CUST_00682,84.64,Success
PAY_03631,CUST_01390,55.6,Success
PAY_03632,CUST_07531,74.6,Success
PAY_03633,CUST_04110,92.33,Success
PAY_03634,CUST_03539,87.34,Success
PAY_03635,CUST_02051,41.54,Success
PAY_03636,CUST_09398,77.06,Success
PAY_03637,CUST_06368,68.12,Success
PAY_03638,CUST_02490,98.05,Success
PAY_03639,CUST_07607,92.19,Success
PAY_03640,CUST_08427,63.91,Success
PAY_03641,CUST_03065,86.19,Success
PAY_03642,CUST_03131,83.64,Success
PAY_03643,CUST_02627,77.21,Success
PAY_03644,CUST_06711,71.78,Success
PAY_03645,CUST_00387,51.71,Success
PAY_03646,CUST_06826,63.11,Success
PAY_03647,CUST_02130,80.6,Success
PAY_03648,CUST_02811,97.24,Success
PAY_03649,CUST_02168,86.36,Success
PAY_03650,CUST_05723,52.58,Success
PAY_03651,CUST_03063,70.51,Success
PAY_03652,CUST_08975,103.62,Success
PAY_03653,CUST_07773,75.56,Success
PAY_03654,CUST_08604,93.11,Success
PAY_03655,CUST_03850,103.43,Success
PAY_03656,CUST_00351,75.23,Success
PAY_03657,CUST_02665,74.34,Success
PAY_03658,CUST_09509,70.2,Success
PAY_03659,CUST_00579,64.78,Success
PAY_03660,CUST_09770,82.09,Success
PAY_03661,CUST_05416,96.22,Success
PAY_03662,CUST_09772,84.94,Success
PAY_03663,CUST_03551,85.52,Success
PAY_03664,CUST_09328,71.84,Success
PAY_03665,CUST_04532,35.37,Failed
PAY_03666,CUST_00357,68.54,Success
PAY_03667,CUST_02718,97.42,Success
PAY_03668,CUST_01596,98.54,Success
PAY_03669,CUST_00920,64.6,Success
PAY_03670,CUST_02557,75.68,Success
PAY_03671,CUST_06414,57.51,Success
PAY_03672,CUST_04388,85.76,Success
PAY_03673,CUST_01059,73.09,Success
PAY_03674,CUST_05942,69.56,Success
PAY_03675,CUST_02339,89.34,Success
PAY_03676,CUST_07140,69.89,Success
PAY_03677,CUST_00365,41.58,Success
PAY_03678,CUST_08096,83.87,Success
PAY_03679,CUST_01229,49.46,Success
PAY_03680,CUST_00656,71.09,Success
PAY_03681,CUST_08082,91.66,Success
PAY_03682,CUST_07663,110.17,Success
PAY_03683,CUST_09179,54.84,Success
PAY_03684,CUST_08680,86.79,Success
PAY_03685,CUST_07001,103.14,Success
PAY_03686,CUST_05627,80.32,Success
PAY_03687,CUST_04320,77.48,Success
PAY_03688,CUST_05825,109.71,Success
PAY_03689,CUST_09359,92.02,Success
PAY_03690,CUST_00011,67.63,Success
PAY_03691,CUST_05103,116.38,Failed
PAY_03692,CUST_06624,28.38,Success
PAY_03693,CUST_08652,52.04,Success
PAY_03694,CUST_06718,102.17,Success
PAY_03695,CUST_01052,64.58,Success
PAY_03696,CUST_00782,57.68,Success
PAY_03697,CUST_07697,99.07,Failed
PAY_03698,CUST_04191,90.99,Success
PAY_03699,CUST_05905,92.56,Success
PAY_03700,CUST_07483,78.54,Success
PAY_03701,CUST_08420,97.22,Success
PAY_03702,CUST_06452,71.94,Success
PAY_03703,CUST_02637,78.69,Success
PAY_03704,CUST_03088,76.95,Success
PAY_03705,CUST_01034,81.78,Success
PAY_03706,CUST_02154,27.85,Success
PAY_03707,CUST_00979,91.02,Success
PAY_03708,CUST_04673,75.57,Success
PAY_03709,CUST_08752,90.29,Success
PAY_03710,CUST_08106,114.12,Success
PAY_03711,CUST_00482,86.16,Success
PAY_03712,CUST_00192,73.56,Success
PAY_03713,CUST_06030,40.73,Failed
PAY_03714,CUST_05201,67.91,Success
PAY_03715,CUST_01351,73.7,Success
PAY_03716,CUST_02349,110.9,Success
PAY_03717,CUST_02338,49.2,Success
PAY_03718,CUST_02550,91.69,Success
PAY_03719,CUST_02856,87.41,Success
PAY_03720,CUST_05946,103.46,Success
PAY_03721,CUST_02870,68.08,Success
PAY_03722,CUST_03785,82.75,Success
PAY_03723,CUST_06327,46.39,Success
PAY_03724,CUST_02180,71.41,Success
PAY_03725,CUST_05136,76.48,Success
PAY_03726,CUST_02148,53.94,Success
PAY_03727,CUST_06498,72.89,Success
PAY_03728,CUST_08312,81.56,Success
PAY_03729,CUST_00926,80.94,Success
PAY_03730,CUST_06640,67.97,Failed
PAY_03731,CUST_09600,113.78,Success
PAY_03732,CUST_09313,65.95,Success
PAY_03733,CUST_04296,67.12,Success
PAY_03734,CUST_00596,84.57,Success
PAY_03735,CUST_00739,90.87,Success
PAY_03736,CUST_03360,70.35,Success
PAY_03737,CUST_01121,105.11,Success
PAY_03738,CUST_04459,87.97,Success
PAY_03739,CUST_06642,73.71,Success
PAY_03740,CUST_05392,87.03,Success
PAY_03741,CUST_09686,108.46,Success
PAY_03742,CUST_01353,92.52,Success
PAY_03743,CUST_06147,55.43,Success
PAY_03744,CUST_01460,118.52,Success
PAY_03745,CUST_02486,81.87,Success
PAY_03746,CUST_04238,99.63,Success
PAY_03747,CUST_05077,66.88,Success
PAY_03748,CUST_09968,113.27,Success
PAY_03749,CUST_02751,54.16,Success
PAY_03750,CUST_05315,62.7,Success
PAY_03751,CUST_05856,108.98,Success
PAY_03752,CUST_03628,88.09,Success
PAY_03753,CUST_02217,71.86,Success
PAY_03754,CUST_03014,103.41,Success
PAY_03755,CUST_04664,58.18,Success
PAY_03756,CUST_06013,81.7,Success
PAY_03757,CUST_06040,67.42,Success
PAY_03758,CUST_09971,95.08,Success
PAY_03759,CUST_07223,63.51,Success
PAY_03760,CUST_05425,48.98,Success
PAY_03761,CUST_05787,90.27,Success
PAY_03762,CUST_08914,82.91,Success
PAY_03763,CUST_03722,92.33,Success
PAY_03764,CUST_06769,80.81,Success
PAY_03765,CUST_07082,80.46,Success
PAY_03766,CUST_04545,69.77,Success
PAY_03767,CUST_03408,79.29,Success
PAY_03768,CUST_04822,74.11,Success
PAY_03769,CUST_02662,67.96,Success
PAY_03770,CUST_04639,87.2,Success
PAY_03771,CUST_08185,69.49,Success
PAY_03772,CUST_06205,81.88,Success
PAY_03773,CUST_06187,68.34,Success
PAY_03774,CUST_08538,71.61,Success
PAY_03775,CUST_02210,53.31,Success
PAY_03776,CUST_03743,76.23,Success
PAY_03777,CUST_08228,120.56,Success
PAY_03778,CUST_06379,73.48,Success
PAY_03779,CUST_09178,84.33,Success
PAY_03780,CUST_07941,52.77,Success
PAY_03781,CUST_00299,96.66,Success
PAY_03782,CUST_05808,85.96,Success
PAY_03783,CUST_06596,84.12,Success
PAY_03784,CUST_03006,50.83,Failed
PAY_03785,CUST_01683,118.25,Success
PAY_03786,CUST_02496,99.87,Success
PAY_03787,CUST_03957,109.93,Success
PAY_03788,CUST_08199,65.63,Success
PAY_03789,CUST_07800,80.67,Success
PAY_03790,CUST_04630,80.03,Success
PAY_03791,CUST_06886,86.13,Success
PAY_03792,CUST_00223,57.51,Success
PAY_03793,CUST_06067,50.58,Success
PAY_03794,CUST_06683,75.34,Success
PAY_03795,CUST_04222,85.37,Success
PAY_03796,CUST_00612,86.91,Success
PAY_03797,CUST_04198,90.18,Success
PAY_03798,CUST_09938,114.54,Success
PAY_03799,CUST_09283,88.47,Success
PAY_03800,CUST_03792,81.05,Success
PAY_03801,CUST_00966,65.5,Success
PAY_03802,CUST_06688,91.5,Success
PAY_03803,CUST_04593,93.52,Success
PAY_03804,CUST_01392,53.84,Failed
PAY_03805,CUST_07559,78.23,Success
PAY_03806,CUST_04751,90.62,Success
PAY_03807,CUST_04860,77.8,Success
PAY_03808,CUST_02596,77.48,Success
PAY_03809,CUST_03197,105.91,Success
PAY_03810,CUST_03625,101.19,Success
PAY_03811,CUST_06034,58.26,Success
PAY_03812,CUST_06127,69.98,Success
PAY_03813,CUST_05382,46.91,Success
PAY_03814,CUST_03521,81.43,Success
PAY_03815,CUST_05550,49.52,Success
PAY_03816,CUST_07674,51.55,Success
PAY_03817,CUST_02900,87.89,Success
PAY_03818,CUST_06244,84.94,Success
PAY_03819,CUST_02557,105.54,Success
PAY_03820,CUST_05556,75.42,Failed
PAY_03821,CUST_07380,96.98,Success
PAY_03822,CUST_01351,98.01,Success
PAY_03823,CUST_08764,87.77,Success
PAY_03824,CUST_02639,123.18,Success
PAY_03825,CUST_06667,70.25,Success
PAY_03826,CUST_01520,94.51,Failed
PAY_03827,CUST_00249,110.63,Success
PAY_03828,CUST_02527,89.79,Success
PAY_03829,CUST_04835,76.98,Success
PAY_03830,CUST_07874,60.44,Success
PAY_03831,CUST_05592,89.14,Success
PAY_03832,CUST_08871,64.4,Success
PAY_03833,CUST_03951,56.98,Success
PAY_03834,CUST_03254,77.35,Success
PAY_03835,CUST_03841,93.8,Success
PAY_03836,CUST_01396,119.93,Success
PAY_03837,CUST_07188,61.6,Success
PAY_03838,CUST_03982,94.87,Success
